id,course_title,course_credit
7wwIclrxxqfD,Advanced Sociological Theory,4
OWFog6lEdeeW,Media and Society,1
spWrxHwfqPvD,History of World War II,4
dJoJ79poT8gC,Hospitality Management,1
D4QUm874GmfI,Philosophy of Religion,1
mnc0I9XTa0ti,Data Structures and Algorithms,2
lP5l4m8ILneW,Science Education,2
TCbxxsEl8BWi,Cloud Security,2
nx5cal59U6CU,Health Promotion and Disease Prevention,4
0f57ZqIzg18g,Macroeconomics,3
miurcPiezGZ2,Operating Systems,3
BDJy76ZGNa59,Social Policy,4
sytdEIuKl7KX,Operations Management,2
MFhRhbdOc6Gr,Sociological Theory,2
I3wosURMgz7X,Psychology of Learning,1
FRhfOQ2rjA6Y,International Taxation,4
pKjQSwmA3p38,Pharmaceutical Sciences,1
U1kD7krRwHSI,Constitutional Law,3
El49ukp2OBfC,Digital Journalism,3
5dfUkx0srJrx,International Relations Theory,1
xHDU19OxfLqM,Programming for Data Science,3
gDIMtmKquIcX,Political Movements,3
F8pefxkrQ0W3,Technology Management,2
A1qDHqByYyQZ,Digital Media and Tourism,1
PEQJJxGPUS7C,Ecotourism and Environmental Stewardship,4
IPs647vFXRFY,Adult Learning Theory,2
yHiKs56NaQmN,Political Economy,4
UovQhfu1mEyy,Project Management,1
wMtbJ4AceqhX,Introduction to Computer Science,1
70J10uSlszws,Applied Ethics,2
VkBRzqmxRm5O,Pharmaceutical Management,2
HSbNCmb3x3tI,Philosophy of Mind,4
iQvKg9DGDLmY,Applied Ethics,1
S85elTELJw4d,Financial Markets and Institutions,4
0qTST0iUa350,Machine Learning,4
5yIhMedyGeZr,Public Administration and Governance,2
vsqf8L0pEsL1,E-commerce and Digital Business,2
TBSmieuqkVUB,Computer Graphics,2
af0POPp4PmhQ,Ethics in Psychology,2
zxxSIC5a9uID,Educational Research Methods,4
g68E3BxY42Um,Banking and Financial Services,1
NLyWeNzNpKVd,Social Stratification,4
glHSd5AjLVcM,Computer Graphics,3
c3yi4UPOVTXb,Constitutional Law,1
n9xQakgROLe6,Augmented Reality,1
zxmmpNhWs4kI,Adventure Tourism,4
1r0Nzm33bMAN,Consumer Behavior,1
xgzZzegZo5FX,Computer Programming (C++),4
avAUTIeniQhJ,Business Analysis,2
rR5QabMmZffv,Computer Simulation and Modeling,4
Su2FnqEj4BoG,Project Management,1
bMqeh9n7QeFN,Conflict Resolution and Mediation,3
8W40TmTBZYl7,Advanced Software Engineering,1
Km3TPz3QMtXe,Business Communication and Writing,4
8P597649QXHX,Introduction to Sociology,1
6QYX1AQPPTQc,Disaster Management and Urban Resilience,2
2coJzEPiBgmZ,Ethics in International Relations,4
kdCaXbMr2kCS,Labor Economics,4
PvFQ6gcNTA6L,Urban Geography,2
zda4ut8NnJUQ,Cloud Security,2
PLlTe8nywHi7,Environmental Health,2
m0HbIx7ZZJ55,Heritage Management,3
xbAEtXBvNssm,Psychology of Learning,1
Hw2m6M9TJoHs,Early Modern History,3
5jYRE5hEscAU,Cybersecurity,3
I8PT0vWjLUtf,Consumer Behavior and Insights,4
lGUmI3WabsHF,The United Nations and Global Diplomacy,1
wA1PBXoRx1xU,Human Capital Management,3
l6dFTUmPr7e1,Social Justice and Political Theory,3
q32zoWpbUi7y,Political Philosophy,3
jxNyiWeYEKoG,International Finance,4
NaUgNY30EppG,Sports Management,2
T6FdXU8PgBAQ,School Psychology,4
sxhRFd4yC4LS,Environmental Economics,4
KOJl7g65r3Fn,Philosophy of Law,1
1EorJ1Lrp95b,Digital Media and Tourism,2
fseimI3vG8Q6,Public Opinion,3
IPgLPzFJXZ1s,Environmental and Social Justice,4
6Hzwbc47fa3q,Oral History,4
pbRIcybrbSxX,Global Security,1
6eMnAP6lHzZg,Physical Education,2
1IkjNRXDSMEj,Family Law,3
mjmfSkgts893,Geospatial Analysis and GIS,4
DOSrsoO9pf3W,Global Marketing,4
7HxIk3tZHkVm,Business Communication and Writing,4
PiPvUyQtuqyL,Advanced Databases,3
32vyVQDJQklD,Managerial Economics,2
nvyPZkDxqjZ5,History of Social Movements,2
MqB4fYRagusM,Historiography,4
1prqlyyzR8ls,Tourism Economics,2
aihipaA4reXQ,Consumer Behavior,3
fyM1ZGy9Hr1G,Urban Geography,1
P6wnPxeDjeMY,Accounting for Nonprofit Organizations,3
8TsZT1ksgqGN,Psychological Testing and Measurement,2
c9E9V5Prdsvi,Auditing and Assurance Services,2
vAilEzqF02fy,Managerial Economics,3
gNraeiHW3fD0,Counseling Psychology,1
WBPTGdBDsAHs,Mobile Application Development,4
bTVJuNX4mBGJ,European Politics,3
2Ek5f8qNnAhl,Economic Development and Globalization,1
f4KqRMvdDgXs,Environmental Planning,3
KnbVDbRhimIY,Philosophy and Literature,4
ixsnmxq8qYcZ,Sociology of Families,1
tS4uyF2WczhB,Negotiation and Conflict Resolution,3
qE0wHGQhoMrc,Accounting Information Systems,2
bVYrpem63fn8,Health Promotion and Disease Prevention,4
tY17PYum7fVC,Latin American Politics,3
dd7wJigqwkLr,Global Marketing,2
VHBTH1lZWh1e,International Organizations,1
UxbZxxfVXv10,Natural Language Processing,2
EdG7WBJOcJGe,Gender and Law,4
Wa6Rbkh6huBU,History of Ancient Rome,1
XtF8ZKS2hIVO,School Counseling,1
5Xy5z41Grgxl,Digital Media and Tourism,1
gmT5K9m72mXb,Gender and Law,4
UNc0tnwOgasC,Investigative Journalism,1
qCzx1Cnl3N37,Educational Research Methods,2
3xWNwFoRsero,Social Policy,4
AjknurSQaXy1,Modern Philosophy,3
8UKSBH3JmTSa,Middle Eastern Politics,1
euvKPFy1ZSOc,Journalism Ethics,4
kTh6Vsd52ODP,Software Project Management,3
TqUhYR3pm4Os,Financial Accounting and Reporting,2
43ZpLH6yO75g,Disaster Management and Urban Resilience,4
2W50e6CsAI9j,Introduction to Economics,3
t1MCEJuhFTXy,History of International Relations,2
3Hv6XADjp76n,Human Resource Management,4
1jlOJYoyD0Et,Asian Politics,2
NKkqITabO4Bl,Data Mining,4
UCq51LBd6nIx,Political Movements,4
sLvU6ebjWTeu,American Government,3
KjivkfGLvKtz,Housing Policy and Development,2
o1210veolvOb,History of Science and Technology,2
eGFXeUfpgeDw,Business Taxation,3
89hdzOPq1N1L,History of Political Thought,4
h438P5xPrdry,Organizational Theory,4
mANvkvsZR1QW,Sustainability and Marketing,4
bC0TyAm0KXYI,Public Administration,1
uG807LEYvQuf,Media Literacy,2
rL0xSBPvfsM4,Psychology of Personality,1
26iwu8zZICV2,Philosophy and Film,1
uWGfzyRwuZ8u,Gender in History,2
UcFpXXQemARe,Cyberbullying and School Safety,3
qr8uavIR9DGU,Sociological Theory,4
H6MpE5nNFSMa,Tourism Marketing and Promotion,2
0xJwt7ySPyGN,Enterprise Risk Management,2
THFWXM839Hma,Software Testing and Quality Assurance,3
YMbxn31XlFrS,Political Economy,4
v0sjPWDFo9RQ,Philosophy of Social Science,1
XpBEFfK7lWC7,Enterprise Risk Management,1
ba82CSa5rfdE,Comparative Political Systems,2
CbwN3AJ5Ly9m,International Relations Theory,3
brEaGy2caJZk,Political Philosophy,1
OTBWrbgN9mZ3,Adventure Tourism,1
C8vc09uCusAX,Political History,3
Dfb4UgyjsU8B,Software Engineering,2
bMcB5qTIFVYs,International Relations Theory,4
yx13jUy9QFBk,Political Economy,4
EeoH9nms80LO,History of Latin America,1
ZXN3GeRF392p,Public Finance and Budgeting,4
gsasbXvBVTTT,Managerial Economics,4
yogO4zBObLBI,Web Analytics,4
D4gF3wpHPQFw,Digital Journalism,2
Cgs3jGqolBZd,Assessment for Learning,4
AZxXryLLpedv,Global Media Systems,4
MOoX5GUtk671,Global Politics,1
j7Jsz2UeiAWf,Software Project Management,3
fksvUHwbw0Qj,Political Economy,4
AZXbkimJYERO,Public History,4
Fuon2vw5g7df,Urban Environmental Management,4
lebgGKpQhbXj,Healthcare Finance and Policy,4
cugfr1oRI8S4,Corporate Entrepreneurship,2
IhL9XQMzjy7e,Computational Neuroscience,1
Xeys5eKbowDf,Tourism and Local Communities,2
Fwo96QTN1qXt,Sales Management,3
PDslgEWxwIUC,Mathematics Education,2
5r77DRVKITG0,Introduction to Economics,4
WkpN2z3A6gbM,Philosophy of Science,2
0Hk2UKXSp2Nr,Psychology of Decision Making,1
UJN04BZV4Q0x,Introduction to Journalism,2
qRwlSnKDhG86,Conflict Resolution,2
Ic5Rk40XGUez,History of Ancient Greece,2
rtl3Tg5spOyf,Philosophy of Consciousness,3
1NxQMjATi1KN,Public Health Leadership,3
MuQwgcMdYFlI,Cultural History,3
xDIlOQB892Lr,Corporate Law,2
r2n5TNIFeHTX,Financial Accounting and Reporting,3
9zHz3G3fD4nk,Quantitative Methods in Economics,4
ToJQ9xJpM11V,Curriculum Development,1
7gkHcg2dvufq,Environmental Economics,3
HYtDoFrOqda6,Teaching Methods and Strategies,4
d6WmVG6IWPUN,Derivatives and Risk Management,3
Rx3X5KjcHCif,Digital Journalism,3
V2pPGA55PZnH,Epidemiology,4
aEb5o7TMjwTp,Social Geography,3
NuLCbtpuGTVm,Media Production,1
Qg8zuDGlmvc2,Marketing Communications,3
RkyrABARzrWX,Cognitive Psychology,4
OtcRfVKOgqDa,Comparative Government,2
PhmShZSpaMsk,Philosophy of Language,2
WG50zrX7f3qJ,Metaphysics,3
EF4nTYmruC4i,Banking and Financial Services,4
NYmGun8wA0gn,Educational Sociology,4
Y3g629zyOZtX,Comparative Politics,2
v3dnr6AFnMQL,Comparative Political Systems,4
M5ID7YQSSoP7,Game Development,1
6rxcHyctCN7u,Data Visualization,1
zuGirURxXaW4,Cultural Psychology,1
6bwYFvzbfMC5,Learning Theories,3
6rSI9jCWFtyS,Geographical Information Systems (GIS),2
hzauzTudpCOj,Broadcast Journalism,3
xPwraE6MjGMf,Investment Analysis,2
N1no98gLBf13,Public Finance,2
EO9PLvUqygOS,History of Political Thought,4
fc3z0yKAyfzD,Environmental Policy,1
uRzGtYRfb4Di,Historiography,3
WN16czrvuWtI,History of Colonialism,2
HF3RLJ1NeqiY,Law of Evidence,3
VTt7trYQbwea,Urban and Regional Planning,2
H7226RTWBoxA,Sociology of Families,1
xNoubcNwQrad,Managerial Economics,3
jp0ha3hHBIkb,Software Testing and Quality Assurance,4
aVY2OcYN45zv,Environmental and Social Justice,4
Q2qMp5il6TDQ,International Law,1
VV9f9vslc5NQ,Introduction to Philosophy,1
cck1lFe7mM86,Political Movements,3
pXxvz8AcMS7j,Psychology of Stress,1
CFLaezbJrPyC,Metaphysics,2
zgssnB0o5J9v,Financial Markets and Institutions,3
Xp9ZnnQnTTIh,Geospatial Technology and GIS,1
ItcKeDH3ipuy,Criminology and Social Justice,4
Zj8zucP2oKgS,Health Promotion and Disease Prevention,3
fjNE7V2mP5K7,Sociology of Work,4
rnwTmdfI8XoO,Nutrition and Health,3
6U7UWN39J0wN,European Politics,2
jt9HUnKr5vAK,Virtual Reality,2
tqrhyjcFgyWR,Public Policy Analysis,2
UKYBZ8ntuBVU,Sports Management,3
mYaHuLR02CJt,Environmental Education,3
jgTj3m7iR4hd,Logic and Critical Thinking,2
qFm9AmyKRiCI,Introduction to Economics,3
ue4dwzQ9Hivk,International Trade and Economics,2
np2dltPOSNQH,Corporate Social Responsibility,4
C95dYZP4DlSY,Philosophy and Feminism,1
bnfN9QukBWhg,International Law,2
tw0Qc3oy307x,Investment Analysis,3
GSeRK9lPx4G5,Pharmacy Practice,2
Ko3Pi1ifkQ1f,International Trade,2
5tSCx7ddOKTQ,Social Media and Communication,3
7QuAV7BMU4xn,History of the United States,2
vob7pn5vxvRp,Law of Evidence,4
O1EhuBfuj1ks,Digital Journalism,4
MyL1JwVEJiDy,Operating Systems,3
ACETuOZNnUFl,Political Technology,4
xa1OJEJKXRUL,Political Corruption,3
ZqY1igNAFKsq,Ecotourism and Environmental Stewardship,3
nmZtYnJBtuK3,Augmented Reality,2
8fbLS0L8w96q,History of Africa,3
R1tX9hNTZn80,Geography and Planning,4
3J2qi6NHZlt0,Economic Development and Urban Growth,2
nYiJ0hcai3Bn,International Relations Theory,2
fkgc758SkL7Z,Global Governance,4
lf9ghwYuDkta,Real Estate Management,4
EIrJn7Hm3veC,Marketing Management,3
lJJHgXJtfcBc,Music Education,3
rp7YIJH7womF,Ecotourism and Environmental Stewardship,2
lSYNyYhRwAjl,Social Movements,2
0PAUhruinOh3,Health Promotion and Disease Prevention,2
X4KQxAFVqwpK,Latin American Politics,1
eehLfYGsw8gj,Brand Management,1
VQxMhzzeaQum,Business Intelligence,1
s22wm9xyLWeC,Medical Law and Ethics,2
Yoth09imoHqm,Cost Accounting,3
wA0X7LxRam3e,Computer Security Risk Management,1
4KkkcvGwxDks,Network Security,3
CN9p0qIOAZfN,Microeconomics,1
SpIMvSkqZcjy,American Government,3
4TWF2IaxzEGf,Political Philosophy,3
xkLx8h5DKUnm,Organizational Behavior,3
TZz8Dg8Ju0Qo,E-commerce Development,4
gYxTl81zBtUR,Health Technology Management,2
1erNBYDsuZ7Y,History of Education,2
ugRjUrPXOmWO,Data Science,2
MAUBFYgQ9NEB,Tourism Economics,1
QLeWfAz5ny88,Comparative Education,4
BekriFG2mbuR,Social Networks,2
KfmzuI6e059T,Neuropsychology,4
JB9DEDAk3qZN,Managerial Accounting,3
et2T42KfmmuJ,Global Supply Chain Management,3
IHB3V83FnV6X,Global Education,1
kqbbJbJzOcvz,Sociology of the Environment,4
Gs0P3oGx9NDd,History of Women in America,4
0Zp7R1LMOUOp,Entrepreneurial Marketing,3
oC5vZfx8h3Sd,Tourism and Local Communities,4
NKKLaRLEEC6y,iOS Development,2
I1fMLILqpGyi,Healthcare Quality Management,3
ALIy01QxFY9U,Computer Programming (C++),3
gDKApDsZcTi6,Environmental Education,1
siP6ngffVk3O,Healthcare Economics,3
qMyztoHeod4M,E-commerce Development,1
sHdGf00qcZZJ,Political Philosophy,3
KWnt6vjdr23g,Global Media Systems,1
K9Vjyj2G1HZd,Tourism and Local Communities,2
YUst28wPmECM,Industrial-Organizational Psychology,1
AFKnzImZkYWR,Environmental Ethics,3
fT56Utu3pR1q,Urban Sociology,1
npLn5yNWDYxa,Principles of Accounting,3
3g9fU0S7hoLd,Accounting Information Systems,2
UjGHkEDGmqwT,Science Education,2
2BbBqcPq77bC,Internet of Things (IoT),1
gNAWJ5rjoItt,Operating Systems,4
9a5I8JLgfNh1,Economics of Health,1
jJdUzjJgRHOP,Behavioral Economics,1
W7Gz76auXVeL,Blockchain Technology,1
rXVG9McEfOTQ,Machine Learning,4
sMuXyRQtyK3j,Global Politics,2
0Dgvb02xgg8R,Public Policy Analysis,1
N8e0U0EOxCmw,European History,1
vVDEsV4rDBQc,Leadership in Organizations,1
ALWS8X36Q14i,Reproductive Health,3
hJfZPLCAe1p0,Philosophy of Consciousness,4
DKllDeqwTTiy,Gender and Law,3
aglBDqYxya4S,Brand Management,4
QjuBmngyTp3J,Political Parties and Elections,2
VafBNAxL3RYp,Principles of Accounting,1
U0d2oN5e8uDS,News Writing and Reporting,3
Z85ozER9Zvag,Project Scheduling and Control,2
HlBgfGn58xlH,Event Management,4
izsCU1D6Mxpf,Special Education,1
1w8UEORxyESj,Conflict Resolution,4
KEFyV6xfPRfd,Political Data Analytics,1
3a3kGYUmoe7g,Land Use Planning,3
wtwhixYXxVBq,Middle Eastern Politics,2
SNaxfjZOAelR,International Relations,3
LFIoEQfMnbnu,Game Theory,3
WSo0lUgFbTLa,Online Journalism,1
wiZsN93zDwYf,Sociology of Work,1
jq6OxcbtLw28,History of Imperialism,4
Nh5OIbv8uYUt,Global Perspectives on Education,2
fommirvavJoy,Sociology of Education,2
4fhFYhtmkZJD,International Relations Theory,3
dcOEYsSpiUiA,Introduction to Philosophy,4
XwdKhYGiBrZp,Experimental Psychology,2
Pa52g1JySF7a,Oral History,3
HzHr8x7f4XNy,Public Health Policy,4
rBG1ztL7OTK5,Philosophical Anthropology,2
qqEFOyHM6xAM,Managerial Accounting,2
hxSWBrzR2GFY,Clinical Psychology,3
OlXdw7SffGpt,History of International Relations,2
3SaWqFlZJm2l,Global Health Governance,4
IkFKR31dvMY5,Marketing Strategy,4
j5K619ZHcV7R,Health Systems and Policy,1
rAktMEOOMj6U,Advertising and Promotion,4
JglAHQKUNXg1,Human Rights and Social Justice,1
Bjrkwoxs9wdv,School Counseling,1
vvGuUBR6jvCk,Ancient Philosophy,4
66GI1p4NXt9C,Natural Language Processing,2
XwWfYYSIsaJS,Retail Management,4
0muOkCbQLi2d,Modern History,3
olYoTgn11CnK,Tourism Destination Management,2
VJVHvHGstaPN,Comparative Politics,1
xEpyjjXsS6Uz,International Political Economy,2
SWkRbCCHY1Ed,Human Capital Management,3
VGzWSQFtUOJg,Conflict Management,3
1HjSoKGe3Fzz,International Organizations,2
rRFzwiXlVybR,Media Marketing,3
EdI4SrYM9uem,Business Analysis,3
EXMbEkeVVhqx,Philosophy of Technology,4
6RIISvv17xwj,Human Resource Development,1
DZJnSxEBOKjm,Business Intelligence and Analytics,4
SRYfGXEXiJps,Social Justice and Political Theory,4
tAcqYcJhS9Lp,Political Philosophy,3
IDtfICbGEZpx,Physical Education,4
LvPHVVobnxM9,Psychology of Emotion,3
3tZV8qELUQFU,Clinical Psychology,3
azDTKP1LxmKS,Philosophical Anthropology,1
Maz7a0uddcM3,Psychology of Addiction,1
dfruRHQ1ft90,Corporate Governance,3
yeyr6gCdQEra,History of Asia,4
gdY18yqtDssF,Family Business Management,1
WdZK6uaT0rgT,Corporate Communication,3
CpPiQfvUyCqL,Mobile Application Development,2
DiibRAOnmBlN,Marketing Management,1
TYbNeO5iYssn,Ancient Civilizations,4
T5qHGXWtdhSU,Change Management,3
vdWi1z5q6tOX,Psychology of Group Dynamics,1
OQSkJkqfNqtt,Ancient Philosophy,2
rE2cgods0XPs,Business Communication and Writing,1
6JeABamW4P47,Investment Analysis,2
junpArg89v5O,Global Disease Control,3
9eA0pQ58zzll,History of Ancient Rome,3
M6Vdwx19FORc,Corporate Communication,2
YYmSXu2TiHcd,Agricultural Economics,1
oCwRtwfjujuE,History of Imperialism,1
Em3YUyG5rhFT,Tourism Impact Assessment,3
hmtrFmYeyTJd,Criminology and Social Justice,3
ovFNtY4f7K8j,Investment Analysis,1
5f8upLaFkDjx,Web Design and User Experience,4
1ixEopHyYRKo,Sociology of Religion,3
eSDizRa7U3GQ,Historiography,4
GN4qDtjEcC8z,Marketing Communications,2
0hNgBKqZ2L1r,Communication Research Methods,4
Bup5Dmja1GjP,Organizational Behavior,2
CWvXAFGiU0Wx,Sociology of Religion,4
JcRm0UNMO5F5,Software Project Management,3
jtBHOaPcoUQC,Transportation Planning,2
aJRsVrN80ezc,Human Resource Development,2
YD4SeAuJ8u2K,Political Economy of Development,2
6aXqvfmMZWaQ,Politics of Race and Ethnicity,2
W1Ay8x2uZfj7,Ethics,4
ncQ0qld0HC1v,Operations Management,3
NY9ZgmDV3EOs,Psychology of Personality,3
WmiOWvuDYQVn,Philosophy of Law,3
GoNg1SBlKwJD,Pharmaceutical Sciences,4
N36nPi99lOwO,Philosophy of History,1
LqXklAGxfX8H,Psychology of Addiction,3
XGGz5tcyhax8,Public Policy Analysis,3
izsI04raCcPw,Political Economy of Development,2
QvbCjefpSpnx,Development Economics,3
jOLHax7d1cWU,Media and Society,1
pYynKXooIr8y,Logistics and Supply Chain Management,1
DwgEyqtJFEPl,Real Estate Management,2
k4v3NfyFgut7,Investment Banking,4
wLYn1bqJwbKO,Global Governance,3
NVlBmRDoWBH4,Middle Eastern Politics,1
GFwzx7qMqGv9,Public Administration and Governance,4
KiUyZENBQFgj,Diplomacy and Foreign Policy,2
269YMakoQtQY,Quantitative Methods in Economics,2
w22qU6c2JQ9k,Computer Programming (C++),3
oDUGZZVQGvfV,Economic Geography,3
gKaiBKblmY4r,Introduction to Philosophy,3
tiSz3BEyUhHu,Human Resource Development,3
U8wlGkrzjP3f,Housing Policy and Development,4
JpTikZC0PwOB,Epistemology,2
jg6B7aDsst4U,History of Africa,2
1342p85BtJPW,Computational Neuroscience,3
K6u0XItO29iK,Computer-Aided Design (CAD),3
3OU94OloX8R0,Urban Social Issues,1
0lMQkrUojO4L,Quality Management,4
yx06cREdjkfU,Ethical Theory,2
dmhexrWBqC7G,Quantitative Methods in Economics,1
jWq7B6J4wXom,Healthcare Management,4
VJ4WJesWp88H,Gender and Law,4
Wh4d6UZI2nOC,Adventure Tourism,1
efHEmEmHeIXM,Law of International Trade,3
2H9Peolx2rfZ,Digital Journalism,4
XdbcZ7UtNAfJ,Online Journalism,1
lEYV6D0dhUo5,Business Law,3
JhSgcRRM01El,Computer Vision,2
4jMomugwuCg1,Public Finance,3
NHQzv6Nvp7Xm,Urban Politics and Governance,3
Ct0nVUxKA1eH,Globalization and Social Change,2
GkgrjhTPflh8,Language and Literacy Development,3
ckJT41fJQxGm,Advertising and Promotion,3
EZJeigObIUmQ,Political Science,4
ozqWmmhFc6Ql,Corporate Entrepreneurship,3
KcBjLUmnpXgu,Clinical Psychology,4
ntHvYh2q8t9s,Social Media Marketing,4
7T3HPWwSrt9s,Urban Politics,1
IRPMmZy1oEc4,Latin American Politics,2
pEev1TbMIuMR,Cultural Tourism,2
FBH56TaaoYmh,Distributed Systems,2
NYStsLHt3cBK,Clinical Psychology,4
sK6EhunYwsba,Business Ethics,1
ZgQWidQxqFFA,Psychology and Law,4
vTBcaImMdpn7,Environmental Policy and Politics,2
YfWbdGe95NIh,Ethics,4
gn4pfMiM4hqS,Political History,4
Bt1haHrJEu0W,Sustainability in Business,2
1zIUyLJ9uCCW,Environmental Law,2
Ycn954fYqSnp,Managerial Decision Making,2
ZyJBisowbYWA,Early Childhood Education,1
Dygpb34kLsFL,Data Structures and Algorithms,3
xUeW1M3s5YFp,Introduction to Sociology,1
prU32VOizEv2,Managerial Accounting,2
VgAx95ZWUJaf,Game Theory,4
nTJT6uZdg0P6,History of Education,4
rGGebDaSqNln,Health Systems and Policy,3
K4pWxwk6vL7H,Music Education,1
kQt1O9mn5ODE,Accounting for Nonprofit Organizations,4
JBuXox1b9rBt,E-commerce Development,1
W01YloRqSAL0,Financial Economics,2
MHy8pw7f6d71,Social Inequality,3
exCSkarwz83A,Political Parties and Elections,4
MU8jQuShFMCp,Global Financial Systems,3
Xll3JS4IY6v0,Educational Leadership,4
SitJYLMSgJoR,Criminal Law,3
9UYD9lfzF0Gs,History of the United Kingdom,2
MNa9lw89pShU,Human Rights and International Law,3
LZsL3Y9eskyZ,Computer Simulation and Modeling,2
pPVX3a9zICYm,Environmental Health,1
Mm5k6frhI7xU,Machine Learning,1
54NGUyv6DHIF,Strategic Marketing,2
gCX5RRegHXUi,Change Management,2
0fiL4dBooWS1,Healthcare Management,3
DnVqbeA3PfnP,Language and Literacy Development,4
RFK7d9rT8H6e,Physical Education,1
sZo4Kea0d2DR,Cold War History,2
eoYUVwtkHP25,Political History,3
ll4FqKRqwS8C,Philosophy of Technology,3
zCVLlLIvq7oA,International Organizations,3
hkngorCdMIWD,Behavioral Economics,4
t9MQLAekpuA6,Urban Environmental Management,3
CGcTsV6Zo2Pz,Health Equity and Social Justice,2
rx2XRbwIWqYm,Media Law,3
33hkAjTU0tsV,Heritage Management,2
YpaPKK5Uq7n9,Digital Marketing,4
o6UrfYzYjQ01,Global Education,3
VEabKOQlMhs2,Marketing Communications,4
4b23bA93m9ri,Asian Politics,4
Aja4LGXa0nkt,Software Testing and Quality Assurance,1
dKFCi2FmD7ab,Distributed Cloud Computing,3
BcvId4lzpiOK,Microeconomic Theory,1
g2nkcEH8lr65,Political Communication,1
zGn3RkzNSMG4,Urban Politics and Governance,3
7rOBBu91tUco,Managerial Accounting,2
SbnHD9rTp2RR,Enterprise Risk Management,2
Acb7JZSlzuMU,Adult Learning Theory,3
p3Yxcfn9tJpr,Microeconomic Theory,2
gxnmaXGvbRCJ,Computer Security Risk Management,3
gxPBEhixhvNu,Public Policy Analysis,2
AfPjK6pVeXnw,Derivatives and Risk Management,4
BvedMl6f511v,Mathematics Education,3
EA4rfv5mmWKF,Econometrics,3
0KFq5BqGUABM,Media Law,1
T5LkOZbEFWbR,Blockchain Technology,3
0ETCSRFjKV10,Environmental Education,3
H9mZGSGSWoco,Public Administration,1
SVdrvMqp9Mgl,Brand Management,3
DhFxoIUzeYEt,Retail Marketing,3
tTRiaAlcXSZ2,Global Disease Control,2
ujjQtcZDIBTE,Urban Politics,2
CUhjZD0kSjzZ,Neuropsychology,2
FODGncLdNVpD,Taxation Law,3
OBbHt1fp6gyR,Consumer Behavior and Insights,3
Y9cIYQHyyvzJ,Advertising and Promotion,3
yQRRUNZTEC8B,Philosophy and Film,1
z80Z20v4suTE,Psychology of Emotion,2
DAJw52BWCsSq,Modern Philosophy,2
xyZMOE3D0Ow1,Introduction to Sociology,3
R5WDult55mcW,Negotiation and Conflict Resolution,1
E7QsCyHaMCKh,Environmental Psychology,1
5tGTfgCISVdA,Higher Education Administration,2
Xbvu2ebjpDet,Educational Psychology,4
D6Vav0K63S3s,Taxation,1
N6jtN5CZfLfw,Psychology of Personality,2
YX3NgmU10wud,Environmental Ethics,2
aRwo8wNw6RbK,Aesthetics,3
WzUUQ6i7ByV3,Ethics in International Relations,3
x06S2LfYbuEJ,Urban Politics,4
KZyMsAln8zqN,History of Social Movements,4
Xql1SvZxKXvo,Economic Geography,2
U4erUXua7Aq3,Advertising and Promotion,3
ateNy7QcuW5M,Technology Management,1
9Xmc7dwQrV8s,Historical Research Methods,4
pJoxLHJc5cUE,Human Capital Management,2
g4SgeIPVgv9S,Psychological Testing and Measurement,4
O5AxqhyWKuy5,Computer Simulation and Modeling,3
wX7DAtNKzl0a,Global Security,3
qdLrjgeb4RWC,Sociology of Education,4
RXcHErSgXcEp,History of Political Thought,2
rK6mQ6KIvzvx,Teaching Methods and Strategies,4
qK6x49bgXgRw,Healthcare Finance and Policy,1
XpSfhoSBxVtr,Business Ethics and Corporate Governance,3
Vb8C336mkcgB,Psychology of Social Media,1
U4bw4s3bqilw,Object-Oriented Programming,1
afeUaog4ks9b,Development Economics,2
UF605DOIvjhz,Logic and Argumentation,1
nagibr8D1uHp,Ecotourism and Environmental Stewardship,4
tTEkox3XUrzr,Computer Architecture,1
LvEXQERklEdb,Health Equity and Social Justice,1
uC0awZcqksLf,Financial Economics,1
xXdFA784zKyF,Educational Psychology,3
uAQZf9tVl47J,E-commerce and Digital Business,4
TG3SRTc12wtO,Computer Architecture,4
OP8Ns8KrMwHl,Adult and Continuing Education,4
NkBTMaBqSfRD,Cultural Psychology,3
91O9Ix0BCYyO,International Business,2
aLEVbc5FGgD8,Globalization and National Sovereignty,2
TMcysu4PdUP0,Comparative Political Systems,3
uARyEh5aNS2W,Middle Eastern Politics,4
68XPA9WF9C5T,Cultural Geography,3
BUOCCg2n1cHX,International Organizations,3
aRBTHqgaJgNs,Tourism Planning and Development,2
GZDUlE4vAfvL,Machine Learning,1
YPoWUmdxYG6u,Software Testing and Quality Assurance,1
A5pfxShpcSFT,Quantitative Methods in Economics,2
bn3WpEbZrrpr,Human Rights and International Law,1
dLJrjEhLKCLf,Constitutional Law,2
TN16juIB74Bw,Quantitative Methods in Economics,3
QpiUB8POOows,Psychology of Personality,3
Icuaxut9mQru,Public Administration,2
JJ8lBygPcsax,Healthcare Research Methods,1
S80Vzy1f30Gd,Media and Society,2
cuCuhVJgW1m3,Disaster and Emergency Management,3
T5LJAXTR42qz,Sustainable Cities,2
en06kN8X460g,Financial Markets and Institutions,4
reG50oPR0AWP,Corporate Governance,4
YqSUcAYA0pMY,Torts and Personal Injury Law,3
sm1BWFAlxRyw,Professional Development for Educators,4
CxZ93bIEROLS,Public Law,3
z2Gb691mLoHk,Programming for Data Science,3
ZHdbzY9cjO7W,Internet of Things (IoT),2
