id,day,start_time,end_time,duration,school_year
ozuRE6W6SnEA,Saturday,15:11:18,23:20:50,1 Hour 30 Minutes,2021-2022
P4pdL7xac3N7,Monday,06:30:26,22:21:56,2 Hours 30 Minutes,2004-2005
YLx5wJvH9d0C,Monday,09:43:44,03:52:46,2 Hours,2026-2027
MVO8hy3aVx6k,Friday,17:13:15,01:05:20,2 Hours 30 Minutes,2026-2027
vooS4J9UKhZN,Monday,13:28:03,19:17:10,2 Hours 30 Minutes,2006-2007
ZBS7MQIXXv5N,Tuesday,10:57:19,09:58:58,2 Hours 30 Minutes,2006-2007
TTSP5gMbOjgN,Monday,03:46:50,11:49:22,1 Hour,2024-2025
m46UTyOuf3nH,Sunday,00:34:01,04:12:05,1 Hour 30 Minutes,2008-2009
PzGRk53nfkCB,Monday,05:11:51,09:38:07,2 Hours 30 Minutes,2019-2020
rZT1VaFoafYz,Wednesday,11:10:59,20:51:21,1 Hour,2020-2021
ZqNssdCSGB17,Wednesday,02:26:59,18:35:04,1 Hour 30 Minutes,2025-2026
UChZo3HLwvVS,Thursday,08:44:57,14:18:06,2 Hours,2010-2011
8lpYWhxYDX1F,Saturday,03:23:15,05:07:38,2 Hours 30 Minutes,2025-2026
VjWoNevH0kgq,Friday,10:40:57,06:10:00,2 Hours,2026-2027
XBBIOuXlcuzY,Friday,21:38:46,11:53:28,1 Hour 30 Minutes,2011-2012
oYnqRwWQIbpF,Sunday,00:54:38,12:26:12,1 Hour 30 Minutes,2012-2013
KoEhHJEwObp8,Sunday,21:08:09,16:11:04,2 Hours,2013-2014
PvdLFxI8eO5x,Sunday,05:45:46,23:43:17,2 Hours,2004-2005
Vol8nQc3P8aY,Monday,20:27:25,14:19:56,2 Hours 30 Minutes,2011-2012
rzOG1WGgQtmy,Monday,05:37:25,08:15:29,1 Hour,2021-2022
YnFOKjaIoht5,Saturday,05:46:41,19:03:33,2 Hours 30 Minutes,2024-2025
aLYOUKvJYcl8,Tuesday,16:55:12,03:02:09,1 Hour,2009-2010
uqG86SrVtcKu,Thursday,09:49:18,03:56:29,1 Hour,2015-2016
Tiy1zohWaDgM,Monday,20:24:16,05:30:35,2 Hours 30 Minutes,2018-2019
LGhKH9EkqBcJ,Saturday,05:09:59,00:35:47,1 Hour 30 Minutes,2022-2023
KVZxISPqGedL,Saturday,04:03:35,10:09:09,1 Hour 30 Minutes,2020-2021
o1wsUuF841G1,Saturday,11:42:44,21:44:07,1 Hour,2025-2026
V5t0hoM1kFII,Thursday,11:13:28,14:06:59,2 Hours,2009-2010
Befukib7lrat,Monday,04:24:45,23:03:59,2 Hours 30 Minutes,2004-2005
WPSeMQ5fSFJd,Wednesday,21:22:56,20:00:29,2 Hours,2015-2016
yeCKjWI2jnIR,Wednesday,18:57:50,13:40:19,2 Hours 30 Minutes,2016-2017
ZLMYz2M6QTIL,Wednesday,21:09:44,07:00:23,1 Hour 30 Minutes,2026-2027
txHSuXptPBDK,Friday,21:46:18,20:59:18,2 Hours,2016-2017
WltdfHkcOXhC,Thursday,10:51:30,06:16:13,1 Hour,2018-2019
VOEycdG7Qsk9,Sunday,22:15:30,04:18:54,2 Hours 30 Minutes,2022-2023
KqmRhY7SXiHS,Thursday,17:44:01,07:25:56,2 Hours,2003-2004
ULmE6Ye0SEnL,Wednesday,00:51:33,00:42:13,1 Hour,2026-2027
MDIKNBQR305d,Sunday,01:02:00,23:39:19,2 Hours,2017-2018
yhCvFSKNRZRr,Thursday,15:06:08,10:51:11,2 Hours,2003-2004
DvVzaCC904sr,Monday,03:48:54,20:25:10,1 Hour 30 Minutes,2013-2014
q5OaXlPYfczD,Wednesday,22:38:31,04:56:25,1 Hour 30 Minutes,2002-2003
rgOpLpHUSrWA,Tuesday,14:16:53,02:06:34,1 Hour,2003-2004
BED3kiod6psk,Sunday,01:24:38,17:39:22,2 Hours,2016-2017
JROwQqaGxtYD,Sunday,12:19:57,06:31:15,2 Hours 30 Minutes,2023-2024
1hjkeLEgfcid,Wednesday,15:34:26,11:48:44,1 Hour 30 Minutes,2003-2004
Yln6l3MZGr4c,Wednesday,13:35:03,01:01:23,2 Hours,2002-2003
pv7K2VmRbv7m,Thursday,12:09:26,17:56:52,1 Hour,2008-2009
81vD4NjDeJYo,Thursday,19:00:31,16:01:56,2 Hours 30 Minutes,2014-2015
zO5rS99QysbV,Saturday,00:41:40,19:02:52,2 Hours 30 Minutes,2020-2021
qOAAA45apaaa,Thursday,06:38:32,02:17:01,2 Hours,2026-2027
d14cxtHeZJMY,Thursday,09:00:42,15:54:03,2 Hours 30 Minutes,2008-2009
0ND3OmbVh2HK,Sunday,04:11:38,01:36:48,2 Hours 30 Minutes,2009-2010
G1uBeE3vnFVH,Sunday,06:51:38,19:14:58,2 Hours 30 Minutes,2004-2005
aRARAoljUMzD,Friday,17:44:02,16:35:20,2 Hours 30 Minutes,2014-2015
fhwELpQGVvUD,Thursday,06:40:22,10:48:52,1 Hour 30 Minutes,2017-2018
bHhEnPFimSLM,Wednesday,17:48:11,03:18:23,2 Hours 30 Minutes,2002-2003
HwE1c3Q9HcJK,Monday,18:34:18,06:30:06,1 Hour,2024-2025
GHnUOSI8haeg,Sunday,18:55:26,19:52:20,2 Hours 30 Minutes,2015-2016
RrPxT4Zq185v,Thursday,02:08:50,21:29:31,1 Hour 30 Minutes,2022-2023
uU5GXyYwxLbj,Friday,16:51:33,19:28:52,1 Hour,2027-2028
aw9GH3BnV33q,Saturday,05:52:27,12:33:27,1 Hour 30 Minutes,2012-2013
oPyOTuVQ51ZQ,Saturday,02:04:51,02:09:41,1 Hour 30 Minutes,2005-2006
egOEAaEAI1nG,Thursday,22:28:15,03:45:55,2 Hours 30 Minutes,2023-2024
BUAUieKKjPVu,Wednesday,03:51:35,00:58:08,1 Hour,2015-2016
1BbH0z3jmDJ1,Sunday,05:11:24,04:07:10,1 Hour,2018-2019
fqPJpPrGXYVC,Thursday,19:25:50,00:49:36,2 Hours,2019-2020
brpQcFNxko8m,Monday,00:52:37,13:20:43,2 Hours 30 Minutes,2027-2028
KttSXitIxeez,Saturday,14:35:46,07:38:45,1 Hour,2012-2013
Qb5yOGzQrZvS,Wednesday,11:19:02,22:43:26,2 Hours 30 Minutes,2011-2012
ueA0ux9E4q4C,Tuesday,03:02:11,16:23:07,1 Hour,2009-2010
fzieKwBM7FE4,Thursday,19:22:03,05:23:47,1 Hour 30 Minutes,2026-2027
v7nbtEr9Wdrq,Friday,23:20:45,08:43:34,1 Hour,2014-2015
tDFkk1uFo4qg,Saturday,16:49:16,05:05:49,1 Hour,2009-2010
w75YIBamt9nf,Monday,06:08:32,06:56:07,2 Hours 30 Minutes,2010-2011
3Mgmn6htSYej,Sunday,02:02:58,11:53:05,2 Hours 30 Minutes,2005-2006
kQugqzfuADog,Friday,11:32:48,17:31:09,1 Hour 30 Minutes,2001-2002
PKy7XJG0QRjI,Thursday,05:11:44,17:55:40,1 Hour,2003-2004
nAmxPIOItSGZ,Thursday,06:02:11,10:41:53,1 Hour,2009-2010
cA5f3ItOpCRD,Sunday,21:05:14,03:21:32,2 Hours 30 Minutes,2009-2010
yAWnbeDjUsfu,Thursday,20:54:32,01:43:19,2 Hours,2007-2008
opkCv74dr6Aa,Monday,16:36:01,18:44:45,1 Hour,2026-2027
Q19aXNZ7ZZQC,Monday,18:49:55,14:09:52,1 Hour,2009-2010
sGyTOwHcgn8K,Friday,14:02:27,03:34:37,1 Hour,2016-2017
FVVnU2g3X9nx,Tuesday,19:33:15,00:23:55,1 Hour 30 Minutes,2013-2014
83qnPlH39Hj3,Saturday,23:10:50,13:11:03,1 Hour 30 Minutes,2008-2009
OOwlCSOCMdL0,Saturday,14:15:39,16:05:23,1 Hour 30 Minutes,2003-2004
6L5zRpp9KMi8,Friday,00:07:51,04:36:42,1 Hour,2007-2008
icS12wrPGW2E,Saturday,01:48:10,05:02:07,1 Hour,2011-2012
ONo33go5UXqG,Tuesday,08:20:46,17:46:56,2 Hours 30 Minutes,2020-2021
mdMGArZgHOTQ,Thursday,22:54:15,04:39:24,2 Hours 30 Minutes,2010-2011
mzplnJ6CC3Ft,Tuesday,23:02:48,07:16:47,1 Hour 30 Minutes,2010-2011
2efvSY84FBHZ,Wednesday,07:24:08,19:21:51,2 Hours 30 Minutes,2008-2009
TkIQu9GC4qNh,Friday,22:41:10,22:54:43,2 Hours,2022-2023
XjPzSMiRdIGa,Thursday,23:04:43,17:21:24,1 Hour 30 Minutes,2021-2022
VFdeG3LM4Ii7,Wednesday,09:00:02,16:48:42,2 Hours,2009-2010
AYaatni57UPQ,Thursday,18:02:06,16:29:04,1 Hour 30 Minutes,2003-2004
IvK0VQTqn4Nv,Saturday,09:20:41,10:55:22,2 Hours,2011-2012
6qBdoXUENO9r,Thursday,23:14:17,23:52:06,2 Hours,2016-2017
JS0guHOtP9Aj,Thursday,18:08:45,06:38:53,2 Hours 30 Minutes,2014-2015
j3TtdtBZFtha,Tuesday,04:17:38,00:36:24,1 Hour,2011-2012
Ndk3PYelD4xW,Tuesday,21:32:05,04:25:48,1 Hour 30 Minutes,2021-2022
F79l7QWu0IT1,Friday,00:44:05,17:25:25,1 Hour,2004-2005
Fiz6PCzQAyh3,Sunday,03:42:12,09:09:27,1 Hour 30 Minutes,2011-2012
MFzUMlCEPZB8,Saturday,03:25:01,11:11:04,2 Hours,2012-2013
euzVK2FHQHmX,Friday,11:04:17,11:21:44,1 Hour,2018-2019
bIRNZKuTglTL,Friday,13:18:11,02:28:05,2 Hours,2017-2018
BeZgfNtXaqIl,Friday,15:00:32,22:58:07,1 Hour,2019-2020
KtmgDIHmm5Dp,Thursday,22:52:52,15:21:09,1 Hour,2001-2002
wFtf91DEG2gi,Thursday,15:36:29,22:35:21,2 Hours,2027-2028
9yQF6ZJLVGjp,Saturday,11:58:38,22:59:04,1 Hour,2021-2022
L9kqEbfFbGpE,Sunday,15:42:54,02:34:52,2 Hours 30 Minutes,2014-2015
O8s3QtVEp5L2,Tuesday,20:04:47,22:55:03,2 Hours 30 Minutes,2021-2022
kz8dYjByrSJv,Tuesday,05:13:15,05:23:27,2 Hours,2005-2006
sRnDNlxDgRFA,Sunday,22:52:17,06:47:28,2 Hours 30 Minutes,2010-2011
Bxdlm5d0Yw1x,Saturday,00:47:34,03:50:27,1 Hour,2026-2027
qE1ea5iVftD3,Thursday,22:25:37,18:35:57,1 Hour 30 Minutes,2016-2017
WE2NWKQ8ETlu,Tuesday,23:59:31,20:46:13,2 Hours,2018-2019
DRQGyCd3NOQb,Sunday,05:14:27,01:21:09,2 Hours,2022-2023
03UE9GpXJJdG,Friday,13:06:14,16:39:01,1 Hour 30 Minutes,2024-2025
adGliOgtFeoG,Saturday,13:53:24,09:09:30,1 Hour,2016-2017
JnmoVm8EbVL8,Saturday,09:53:20,13:47:42,2 Hours 30 Minutes,2014-2015
oLqqd71JozHX,Saturday,04:50:14,22:40:58,2 Hours 30 Minutes,2020-2021
QgwfpHw6CeKI,Wednesday,07:30:56,06:47:11,2 Hours,2003-2004
e8O7m6LT0Yd9,Monday,03:38:23,13:06:43,1 Hour,2027-2028
2dhVmU1rhPg8,Thursday,02:25:05,15:18:02,2 Hours 30 Minutes,2002-2003
C221wGsy9XWm,Friday,16:55:32,18:28:58,1 Hour 30 Minutes,2018-2019
zYL1g1Qx28nQ,Tuesday,20:43:56,00:57:33,1 Hour,2021-2022
I0iUVswnT7FY,Tuesday,09:38:39,04:43:54,1 Hour,2007-2008
GNUPbNVjqDe9,Thursday,02:16:39,01:58:05,2 Hours,2018-2019
1S3ZZSERStYj,Sunday,23:06:17,11:02:46,1 Hour,2011-2012
fgA5rRfOd0zO,Wednesday,12:01:01,18:06:24,2 Hours,2022-2023
DqXBH7i5TPSs,Friday,23:04:05,11:15:36,1 Hour,2016-2017
GH69eRnUvu8Y,Friday,06:09:50,07:16:53,2 Hours,2011-2012
catPl7cl7QdY,Thursday,11:21:29,04:10:44,1 Hour,2002-2003
Y2dQl1SU6eHG,Wednesday,19:11:12,01:17:48,2 Hours 30 Minutes,2010-2011
beuvPCWFk11K,Saturday,21:32:15,20:30:47,1 Hour 30 Minutes,2007-2008
8bhh00DuZ4gw,Monday,23:16:15,03:33:47,2 Hours 30 Minutes,2015-2016
ZzCijdrL4PR4,Wednesday,01:24:09,21:41:23,2 Hours 30 Minutes,2024-2025
dJ3MtzSseGq6,Wednesday,03:43:05,04:32:31,2 Hours 30 Minutes,2020-2021
pRJ2jsMZIU3V,Friday,07:25:15,07:04:02,1 Hour,2022-2023
8Fru6HgIZbUz,Tuesday,05:18:28,01:26:30,1 Hour 30 Minutes,2022-2023
FscJznObTiOf,Sunday,00:34:17,10:20:57,1 Hour 30 Minutes,2005-2006
HCkYAsp2vp7R,Thursday,17:35:55,06:21:15,2 Hours 30 Minutes,2005-2006
YIviBPYzkNtT,Saturday,11:43:29,08:13:07,1 Hour 30 Minutes,2011-2012
RcaykJDIMK6m,Saturday,20:49:55,07:48:02,1 Hour 30 Minutes,2014-2015
SQYUlttKtjOJ,Thursday,11:14:00,05:25:43,2 Hours,2023-2024
3GfbTJeAcsTy,Sunday,20:37:51,07:05:03,1 Hour 30 Minutes,2014-2015
A0ZXrwMiVIFR,Sunday,15:59:15,00:09:25,2 Hours 30 Minutes,2009-2010
Qm93C0veKgOW,Friday,11:47:26,17:48:53,2 Hours,2019-2020
giGtV6EHqL8B,Sunday,07:14:33,01:49:23,2 Hours,2027-2028
Z66ZUG6zDBii,Thursday,09:45:15,14:01:48,1 Hour,2009-2010
gre9AAaY6R6A,Saturday,12:28:17,10:39:13,2 Hours,2002-2003
PkdJeDFfYyp7,Sunday,03:23:48,00:46:12,1 Hour 30 Minutes,2003-2004
JMkl6udjIZ3w,Saturday,07:11:29,18:02:54,2 Hours,2026-2027
KxbrVBu31aGQ,Monday,18:37:31,16:42:24,1 Hour,2018-2019
8d7O7uH69HEK,Sunday,07:09:55,16:17:53,2 Hours,2015-2016
Q1S1SUZb7wuc,Monday,09:35:06,19:25:43,1 Hour,2007-2008
bwqWMSEsV03L,Thursday,14:51:42,01:51:55,1 Hour 30 Minutes,2025-2026
uwPATpmPtbSL,Sunday,03:53:09,14:02:38,1 Hour,2010-2011
JGZV7FhVEDos,Wednesday,03:54:55,05:43:09,1 Hour,2016-2017
xaPQrmTy35Xp,Thursday,01:13:24,04:22:00,1 Hour 30 Minutes,2014-2015
NMnkdKa50a67,Saturday,06:33:35,00:08:11,2 Hours,2003-2004
i6v2goxgiBnb,Sunday,23:36:11,11:22:21,2 Hours,2001-2002
fLgC3sZa9ixu,Wednesday,14:40:16,17:52:14,1 Hour,2004-2005
DN36gyXjNXpM,Wednesday,08:33:21,15:10:11,1 Hour,2020-2021
jxpN5ZN3SAuj,Tuesday,05:02:23,06:53:33,1 Hour,2022-2023
yPc7o5NTyKC8,Friday,09:45:47,23:23:31,2 Hours,2012-2013
mzxSQl0yODlo,Monday,03:00:22,01:56:07,2 Hours 30 Minutes,2001-2002
q3EesyHoGCy0,Sunday,17:29:52,00:50:04,2 Hours,2011-2012
TZZZLT3LhnA4,Thursday,08:20:37,10:46:34,1 Hour,2002-2003
RsxzKSoECK41,Sunday,17:14:25,05:53:36,2 Hours,2018-2019
4inSLAkatCnp,Friday,18:27:44,00:58:28,1 Hour 30 Minutes,2007-2008
l3deRrJq4t9b,Sunday,19:50:36,21:51:01,2 Hours,2014-2015
18B7gAqHPevd,Wednesday,16:41:53,06:24:34,1 Hour 30 Minutes,2017-2018
uJWtEsR24sjr,Sunday,12:42:40,08:24:44,1 Hour 30 Minutes,2025-2026
t7QtWddpxYaI,Monday,14:37:01,00:09:30,2 Hours 30 Minutes,2020-2021
SyZPaoShYbK2,Thursday,05:43:40,05:50:19,1 Hour,2010-2011
Psk9NL2KKPWW,Wednesday,15:00:10,11:19:36,1 Hour,2007-2008
KKs3PO6HO2SV,Tuesday,16:36:53,23:44:15,1 Hour 30 Minutes,2026-2027
75KgJoDv4Jda,Monday,09:06:07,05:30:24,2 Hours,2010-2011
VSdHVQBy7HJC,Thursday,04:14:25,19:05:35,2 Hours,2007-2008
ANAp7lXF2Xot,Monday,20:31:30,19:56:38,1 Hour,2011-2012
uP8TrI561fg7,Sunday,04:55:30,13:30:16,1 Hour,2019-2020
NxBJs2SO7c9Y,Sunday,10:08:55,03:13:54,1 Hour,2027-2028
hZQ1U0uV7Xps,Tuesday,06:24:09,07:25:19,1 Hour,2011-2012
3q96bv35fzjl,Saturday,19:14:04,23:58:01,1 Hour 30 Minutes,2025-2026
84KOzryBaTpm,Wednesday,03:59:06,23:41:39,2 Hours,2021-2022
5feAJPwhHjXC,Wednesday,01:16:21,05:24:49,2 Hours,2015-2016
1HJFkwzJakra,Tuesday,16:39:15,20:18:34,2 Hours,2003-2004
8HHagd1yfH4q,Wednesday,04:36:20,06:35:02,2 Hours,2001-2002
uqv7s6ktkbj7,Thursday,10:15:51,17:53:08,2 Hours 30 Minutes,2013-2014
xt9IyWNMEpGD,Wednesday,12:58:41,05:40:14,1 Hour,2027-2028
wivCLmfuO8Se,Tuesday,02:15:32,02:38:53,2 Hours,2004-2005
mZkWQA9b9bOQ,Saturday,23:41:14,23:54:15,2 Hours,2027-2028
Uli8TAcVAsvV,Tuesday,04:22:29,05:31:52,2 Hours,2009-2010
T5xNfgTWa0aY,Friday,04:21:49,05:32:10,2 Hours,2011-2012
7CzGsq6Qaa6M,Monday,17:19:27,21:13:04,2 Hours,2009-2010
nFQm1T8sT3x4,Friday,06:42:53,18:32:17,2 Hours 30 Minutes,2021-2022
C8tweSP9Ctbm,Saturday,05:57:16,09:47:46,2 Hours,2005-2006
whcEQqbe6Mxg,Monday,07:10:56,20:23:01,2 Hours 30 Minutes,2024-2025
WRmEJaJxaosy,Tuesday,16:24:44,17:44:25,1 Hour,2021-2022
fYsicFYZmCPo,Wednesday,20:24:40,05:47:51,2 Hours,2027-2028
aD1H1tC84FzD,Thursday,09:33:24,13:23:37,1 Hour,2003-2004
B4PQI2CywRWF,Monday,00:52:18,07:55:40,2 Hours,2023-2024
kJXcphiaPF1q,Monday,10:20:57,11:26:52,2 Hours 30 Minutes,2005-2006
hhOAPTBZliu0,Saturday,12:00:08,12:55:15,2 Hours,2025-2026
Rb9Y3ttMqsHy,Monday,16:32:19,21:28:52,1 Hour 30 Minutes,2005-2006
FDcrmgNOXxet,Saturday,05:55:50,07:37:44,1 Hour,2003-2004
5cnvecCr3TaD,Thursday,23:53:15,07:46:27,2 Hours 30 Minutes,2022-2023
0SjYH7uyf8cb,Saturday,00:38:42,14:16:53,1 Hour,2022-2023
A1WuW4PnaKeu,Monday,06:44:09,08:29:29,1 Hour 30 Minutes,2011-2012
bBsLOX76o1FW,Sunday,09:56:39,15:05:28,2 Hours,2027-2028
qTLjWIC9QyQD,Thursday,10:38:22,03:18:35,1 Hour,2011-2012
838uurcCnioH,Friday,16:37:19,22:17:35,1 Hour,2008-2009
mFIPayy0vr3R,Friday,16:39:21,17:27:43,2 Hours,2005-2006
izdiwK0E669m,Friday,20:17:23,11:21:03,2 Hours 30 Minutes,2026-2027
MDFu2Re5EpVh,Monday,10:12:51,07:32:27,1 Hour,2003-2004
LHn7P7bvL5EA,Tuesday,11:46:03,16:17:16,2 Hours,2016-2017
77xD9eXO8zlv,Saturday,14:38:08,09:32:22,2 Hours 30 Minutes,2003-2004
fTjMeT8RrS8r,Sunday,06:43:59,01:04:31,2 Hours,2023-2024
FHNV3hmSLppx,Friday,00:07:12,22:57:34,1 Hour,2002-2003
mfNWAiInhkjw,Wednesday,00:27:24,21:00:30,1 Hour,2013-2014
43gYNCM0IcsA,Sunday,18:58:19,15:52:26,2 Hours 30 Minutes,2021-2022
9OHaGzqu4h06,Friday,05:25:16,03:26:13,1 Hour,2021-2022
d0MM3i6N9418,Monday,08:23:12,23:31:45,2 Hours,2025-2026
y3FbfAjP5I7F,Tuesday,13:48:22,15:44:24,2 Hours 30 Minutes,2005-2006
ZrrJ2YxWY1oC,Friday,05:26:08,15:31:47,1 Hour,2016-2017
03iTkSwRoNXu,Monday,09:33:27,23:43:31,2 Hours 30 Minutes,2010-2011
1PkSwZSQ3iAS,Thursday,18:51:24,07:19:55,1 Hour,2003-2004
0PjO3x2pTkXK,Wednesday,15:33:36,13:55:38,2 Hours,2016-2017
DCvY3BX17QVI,Wednesday,08:31:54,01:19:03,1 Hour,2009-2010
JUAmcvEp6J70,Tuesday,18:27:11,07:45:53,2 Hours,2024-2025
SwnTktp4c8de,Saturday,10:43:01,15:50:14,1 Hour,2008-2009
HzeqF2ZNix97,Tuesday,17:25:39,00:11:41,2 Hours,2027-2028
eYqwD20d6G6d,Sunday,05:54:35,21:39:57,1 Hour 30 Minutes,2008-2009
qae1SU93RfwB,Friday,05:51:20,08:05:50,1 Hour 30 Minutes,2027-2028
ivwNEpfQpOv6,Wednesday,07:53:36,17:59:00,1 Hour,2022-2023
Im5thvaxuEcG,Saturday,16:18:23,22:19:56,1 Hour,2009-2010
wx82On3a0fsq,Thursday,21:11:04,23:33:13,1 Hour 30 Minutes,2001-2002
8yhm1WMlMmsa,Friday,12:31:40,12:51:03,2 Hours,2027-2028
WOXGuxEZjqp1,Thursday,22:25:29,21:44:01,1 Hour 30 Minutes,2027-2028
RhpsSpPmOfIN,Monday,16:46:56,18:26:13,2 Hours,2010-2011
ZBZJW19rx86P,Sunday,09:16:36,00:20:24,1 Hour 30 Minutes,2026-2027
37PXXKBHqA7d,Monday,20:48:32,11:37:42,2 Hours,2012-2013
8YMLx8rfoUn6,Friday,00:14:03,02:13:21,1 Hour,2016-2017
WkN5UulpNe92,Tuesday,08:57:15,19:37:56,2 Hours 30 Minutes,2015-2016
4P6VJ2kg8Xd5,Thursday,22:06:59,00:29:31,2 Hours 30 Minutes,2006-2007
pn7fWXTmnS9F,Saturday,17:25:59,17:11:13,1 Hour 30 Minutes,2011-2012
CYtL86VZN8xC,Monday,07:53:13,05:39:05,2 Hours 30 Minutes,2027-2028
hZABxwm4ymWW,Friday,13:25:41,22:21:53,2 Hours 30 Minutes,2008-2009
ZU0qLrclGoeD,Wednesday,04:01:22,09:58:26,1 Hour 30 Minutes,2012-2013
KzSM6poZ5Dzk,Friday,22:59:32,10:51:35,2 Hours 30 Minutes,2027-2028
JRu6iPrFWbZ8,Saturday,14:41:00,20:48:13,1 Hour 30 Minutes,2014-2015
ddvCkL9TBOWG,Saturday,04:45:28,08:13:34,2 Hours,2008-2009
ONCT6vdL5AuS,Sunday,05:23:02,03:00:59,2 Hours,2007-2008
t7pMUnzKf7pg,Sunday,03:58:59,21:32:20,2 Hours 30 Minutes,2023-2024
mR5vQsO385Fj,Sunday,03:18:27,21:56:59,2 Hours 30 Minutes,2019-2020
vhJbYuqnYBp6,Tuesday,21:31:41,19:31:30,1 Hour 30 Minutes,2006-2007
mjzedsFUWp8W,Monday,02:42:14,16:37:12,1 Hour,2020-2021
bKBhN9KGHlUt,Wednesday,14:15:02,04:48:28,2 Hours,2018-2019
04eaKkcTmTbh,Wednesday,13:32:19,23:59:37,1 Hour 30 Minutes,2022-2023
7nZuL6LggrRV,Sunday,19:46:06,19:18:02,1 Hour 30 Minutes,2022-2023
VNOVN4r2awrx,Saturday,14:35:18,00:15:25,2 Hours 30 Minutes,2023-2024
c0e7lUpx1qxi,Monday,02:48:05,02:33:46,1 Hour,2024-2025
rcCsZVYdDn34,Sunday,16:49:31,03:25:59,2 Hours,2001-2002
osCRur5EmCUa,Sunday,01:55:11,07:51:17,2 Hours,2001-2002
N4LH9lZ03wXi,Monday,13:45:30,14:27:06,2 Hours,2005-2006
Lj3MVGotRyom,Monday,22:46:47,01:47:57,2 Hours,2011-2012
TKwci3VGxhva,Thursday,13:47:47,22:44:43,1 Hour 30 Minutes,2004-2005
lBZG7U9fBvMH,Tuesday,21:55:06,19:48:21,1 Hour,2015-2016
wydC0nEQDuXD,Thursday,06:09:46,20:05:32,2 Hours,2006-2007
CO8ruPjt2zZX,Sunday,22:37:34,11:11:31,1 Hour,2024-2025
BDAL34rUNLPG,Monday,09:16:02,19:16:59,1 Hour,2006-2007
YpGnbn2kXJuZ,Wednesday,08:09:32,22:36:47,1 Hour,2006-2007
IzNePapjvGZC,Monday,15:10:00,17:25:23,2 Hours,2002-2003
ffj4ckf9SvxQ,Monday,07:56:22,02:38:25,2 Hours 30 Minutes,2007-2008
VjOpB65pl633,Tuesday,03:13:06,11:39:58,2 Hours,2008-2009
PJijeEarKvGS,Thursday,02:23:45,13:21:46,1 Hour,2024-2025
hKFCdCxsGTEi,Sunday,06:30:52,19:44:10,2 Hours,2011-2012
Kz4HSsna9RtY,Thursday,06:21:56,07:02:08,2 Hours 30 Minutes,2026-2027
VTORbmytCgzB,Sunday,21:00:56,18:45:51,1 Hour 30 Minutes,2003-2004
BRPLjMt9NhST,Friday,18:35:12,21:30:10,2 Hours 30 Minutes,2013-2014
PNmaqnBk0nEF,Saturday,03:28:33,22:23:18,2 Hours 30 Minutes,2024-2025
lsNFOsjxtKLt,Saturday,12:52:17,13:32:04,1 Hour,2003-2004
IBiaBV8ljXpv,Monday,20:13:04,20:13:19,1 Hour 30 Minutes,2017-2018
ngYCtdNYrzn9,Saturday,19:52:40,07:20:58,2 Hours,2002-2003
cFzhIMTfbBwp,Wednesday,12:45:14,12:36:18,1 Hour 30 Minutes,2007-2008
EA4lGshd5Lgj,Saturday,16:07:34,11:39:55,2 Hours,2015-2016
W5zWFHCW8MbV,Monday,14:45:18,05:35:22,1 Hour 30 Minutes,2011-2012
IW6z68XkMwAV,Sunday,22:10:44,06:17:38,2 Hours 30 Minutes,2004-2005
bLXlhRrZbYQb,Tuesday,18:09:30,13:22:22,1 Hour 30 Minutes,2026-2027
nUesqK4atjej,Friday,19:07:36,11:26:59,1 Hour,2023-2024
lfCdqJBvnXQ5,Monday,03:50:40,10:32:49,1 Hour 30 Minutes,2011-2012
towu65bRAkiN,Sunday,13:34:50,08:44:45,1 Hour 30 Minutes,2020-2021
tmPGfy7Ikne6,Wednesday,08:58:25,14:29:22,1 Hour,2001-2002
tq5zBU2BuWgf,Monday,07:39:31,00:08:32,1 Hour 30 Minutes,2002-2003
eEWIZtRj0vhy,Saturday,19:56:32,02:13:07,2 Hours 30 Minutes,2014-2015
yudGwESgpqVK,Thursday,14:57:32,23:31:33,1 Hour 30 Minutes,2020-2021
hTB2OiRnKydU,Friday,22:01:24,07:32:21,2 Hours 30 Minutes,2008-2009
pHOUVceoTkZw,Wednesday,03:26:45,07:59:15,2 Hours,2018-2019
rDajS6MS47Hh,Thursday,07:35:25,05:27:52,1 Hour,2007-2008
ZGMI0yVWk8wy,Wednesday,08:10:57,20:56:51,1 Hour 30 Minutes,2024-2025
4HkfzLLpLpuQ,Wednesday,06:21:00,03:16:29,1 Hour,2013-2014
eRmSP5JaG3Cd,Monday,19:50:11,17:44:45,1 Hour,2026-2027
2F9SKL2VjYNE,Monday,06:05:17,10:21:24,2 Hours,2019-2020
KhlFNOIMlaHk,Friday,15:17:19,20:46:18,2 Hours,2007-2008
566er7ClxbpO,Sunday,20:19:29,00:15:07,1 Hour 30 Minutes,2023-2024
PhfPqTMWQ6MW,Saturday,11:05:08,20:33:01,1 Hour 30 Minutes,2017-2018
RJglAVKXJoFe,Wednesday,11:40:08,09:49:38,2 Hours 30 Minutes,2023-2024
fcmeewnFXSSk,Sunday,10:26:15,11:25:58,1 Hour,2016-2017
zUZ4ICj4OeGz,Sunday,10:30:10,00:26:45,2 Hours 30 Minutes,2016-2017
WVZdAX93IBLx,Tuesday,13:27:16,01:55:49,1 Hour 30 Minutes,2025-2026
hbEI7PDQeLRx,Friday,20:15:22,02:53:48,2 Hours 30 Minutes,2012-2013
