id,start_date,end_date,weighted_mark,school_year
Y3uElY6JWDn3,2024-03-05,2024-11-08,70,2016-2017
j7G6PloHyCF3,2024-08-18,2024-02-26,98,2013-2014
8S6GvFMU8R4X,2024-01-18,2024-09-14,93,2010-2011
Ipv3bu5wO3JX,2024-01-20,2024-01-17,72,2004-2005
FQY8TLlNzJH7,2024-08-01,2024-05-04,62,2019-2020
HSXX9ctGk1w2,2023-12-17,2024-11-25,66,2023-2024
3WG5cpBTjvo0,2024-02-18,2024-07-16,67,2026-2027
4QWiceINcEkk,2024-06-20,2024-07-15,89,2022-2023
zqYehDMkPMCN,2024-03-05,2024-02-02,59,2001-2002
sK6XjkZ5EpmG,2024-03-09,2024-08-28,75,2007-2008
LfMdU6eViztx,2024-01-27,2024-11-21,84,2004-2005
sPRXOUPj1sgi,2024-09-20,2024-10-25,78,2023-2024
8S4XhLzcBuhd,2023-12-22,2024-11-01,64,2015-2016
0LMSqWp2Dylg,2024-09-13,2023-12-15,51,2006-2007
DmBSV9zES0u4,2024-05-01,2024-04-06,94,2026-2027
xnT35VdOt8Wb,2024-10-30,2024-06-01,53,2018-2019
BHg3Vl4GOfzg,2024-10-18,2024-10-17,63,2016-2017
Yiwsf9fWFdBF,2024-02-12,2024-10-14,95,2016-2017
OhaB9uIWcGzc,2024-08-25,2024-02-26,69,2016-2017
L1qnVqLhZ4WV,2024-10-31,2024-01-19,96,2003-2004
Uw1QP0qsUynr,2024-06-28,2024-05-06,70,2001-2002
CGcinBr89iWc,2024-09-17,2024-03-01,54,2009-2010
Ti9145V5VduK,2024-03-08,2024-01-10,53,2024-2025
syVt3IEO8L5W,2024-04-15,2024-01-02,53,2018-2019
GIyLaLY9S6wA,2024-03-07,2024-03-21,69,2022-2023
6VDDMAKKEQ0x,2024-08-07,2024-07-13,52,2012-2013
DhcmmsLSnrEJ,2024-02-18,2024-10-14,56,2021-2022
k0kAJKcoaU9o,2024-10-15,2024-11-21,99,2022-2023
ytpP9WQaBCGc,2024-04-13,2024-04-26,85,2010-2011
cw2cF7kUcaoF,2024-02-04,2024-04-09,79,2020-2021
FNqK1XGHeK8T,2024-06-28,2024-10-20,95,2023-2024
4249hGN4ZdUM,2024-04-04,2024-11-04,80,2007-2008
JiNFJgAUG3nq,2024-01-16,2024-03-10,65,2020-2021
lBKBqufGLosk,2024-07-11,2024-11-06,93,2013-2014
nuKCxDzRJkLI,2024-11-08,2024-06-24,96,2001-2002
sJ2PoizanrSk,2024-11-13,2024-09-08,76,2007-2008
Ryxj54SMowse,2024-06-27,2024-07-17,85,2008-2009
ho0v8sjTzbfA,2023-12-09,2024-08-09,76,2005-2006
Bg44tnCAeMp9,2024-11-04,2024-05-13,87,2023-2024
yvstDUB7o4BS,2024-08-06,2024-05-31,86,2012-2013
aGLNoVURHfth,2024-01-14,2024-12-17,88,2019-2020
YAnKrqlxt77b,2024-07-05,2024-09-16,56,2004-2005
nmM925F6bT7R,2024-09-07,2024-06-04,65,2024-2025
0wLRxvTP13PV,2024-09-04,2024-04-16,83,2002-2003
n8ClBwlGfsrn,2024-06-21,2024-08-23,65,2020-2021
dek0V4A4EOiP,2024-02-08,2024-01-02,86,2026-2027
JPEJr61jqKbL,2024-04-28,2024-08-08,99,2006-2007
0PzghKYMR0bb,2024-05-04,2024-01-26,90,2026-2027
PzsZqr56uOqf,2024-09-13,2024-03-31,89,2027-2028
hsJpepKOfl2N,2024-09-23,2024-02-01,95,2025-2026
UbebiOhNh6gr,2024-08-30,2024-08-11,66,2008-2009
TrVvO16eXBTP,2024-10-13,2024-09-04,88,2016-2017
Gmro7G1FHC8d,2023-12-22,2024-04-26,69,2021-2022
Ui86MypZ0B8r,2024-10-05,2024-10-07,95,2010-2011
zD0syV02JXXA,2024-06-27,2024-04-26,82,2012-2013
kxhtv7EYknuO,2024-10-17,2024-07-27,69,2024-2025
AnoyLaNtsn0y,2024-06-11,2024-02-29,97,2012-2013
TYUGMs4bpDDV,2024-08-05,2024-05-24,52,2001-2002
3Il16jD0aK5E,2024-06-19,2024-04-03,57,2010-2011
O9BWiv46jk0a,2024-05-28,2024-02-23,66,2014-2015
syUC5a55zmmc,2023-12-28,2024-10-14,63,2019-2020
Ep97hnzypUKx,2024-05-18,2024-10-20,72,2026-2027
u3xRNWs9IJHk,2024-05-17,2024-01-04,73,2001-2002
CJJYvbfYRKJt,2024-01-04,2024-08-22,80,2021-2022
7SM1DCHRU3VI,2024-08-27,2024-05-10,55,2021-2022
1NwXKGmdcBBy,2024-09-20,2024-10-21,98,2015-2016
13kqP7WG6r89,2024-11-28,2024-01-27,94,2002-2003
m0SIf6FsIhEN,2024-11-28,2024-06-12,81,2013-2014
1Im2vIOGBPk0,2024-11-14,2024-11-21,90,2016-2017
YDgVecVoVAXZ,2024-07-12,2024-06-06,76,2024-2025
julU4HcXtJvq,2024-05-29,2024-02-20,64,2003-2004
PboW3mC8nDsP,2024-03-24,2024-10-15,100,2010-2011
0TzfdOCyTgOs,2024-11-04,2023-12-30,88,2007-2008
znowsqstFZDl,2023-12-26,2024-05-02,95,2027-2028
q1opDOdRl3oK,2024-06-11,2024-10-20,80,2026-2027
CUHK18jplEhB,2024-03-13,2024-02-03,56,2014-2015
V9zrPVa97w2g,2024-01-22,2024-05-01,54,2017-2018
3zCEuTgT5ciD,2024-03-13,2024-04-19,58,2022-2023
LgFH0fjGp5Nv,2024-05-16,2024-04-20,90,2001-2002
MBtsFI4lNbVM,2024-01-21,2024-06-22,87,2023-2024
e3glaIAO2NU0,2024-02-13,2024-04-12,56,2002-2003
Dn426hakF4FE,2024-02-14,2024-10-07,80,2002-2003
cfczhJxdAm2K,2023-12-30,2024-01-03,86,2025-2026
EQ94dBW2Ch5o,2024-05-22,2024-12-04,63,2009-2010
YcjIpF21fjt3,2023-12-18,2024-01-22,78,2002-2003
oKMUi3fop3wE,2024-10-05,2024-02-19,83,2013-2014
FAhWd2QbU229,2024-02-18,2024-01-09,55,2025-2026
lVY2d1ZrldVV,2024-05-01,2024-03-22,57,2025-2026
DpHGpRUdbnSA,2024-08-10,2024-08-16,68,2014-2015
cYxplkfLKaVk,2024-05-10,2024-02-10,67,2006-2007
gXTbTgrB5ZXU,2024-01-10,2024-08-20,82,2003-2004
bgOiyfo71rfe,2024-05-02,2024-06-07,74,2026-2027
zIJrCWNBmTY4,2024-04-12,2024-11-06,63,2008-2009
sVWzNHkqvBTq,2024-03-08,2024-03-23,83,2023-2024
jI4ewx4WPM0K,2024-11-15,2024-10-28,79,2016-2017
WXc9TIgvcUQv,2024-07-18,2024-01-12,67,2025-2026
OVlVKExFlVQY,2024-10-16,2024-02-04,60,2019-2020
ZO1SqRue7pcD,2024-09-08,2024-07-06,59,2013-2014
smwUWUScEekN,2024-11-07,2024-11-18,73,2021-2022
giANMS9UfRS7,2024-03-09,2024-07-20,76,2008-2009
eBKb0vVspSGW,2024-10-18,2024-09-14,75,2027-2028
yWYC1QnwDKZq,2024-11-24,2024-09-27,72,2022-2023
AtslYXvgz9nE,2024-07-14,2024-04-18,93,2008-2009
Cd6FUrLwMmc3,2024-03-01,2024-10-30,71,2004-2005
4s6BHmhrRShN,2024-08-19,2024-09-29,87,2026-2027
DBO11WZ1Av3C,2024-11-29,2024-02-07,59,2003-2004
Ek5bsZ7kkGVG,2024-06-26,2024-01-24,80,2023-2024
13BYWXk2C7jp,2024-02-17,2024-08-21,57,2027-2028
h7RgJXW32Dyq,2024-09-11,2024-03-08,76,2011-2012
zVDtT9WSZeJj,2024-03-07,2024-05-03,50,2004-2005
gB2w4alkbJGv,2024-05-18,2024-07-31,65,2005-2006
S4IzY3jg61II,2023-12-26,2024-03-07,90,2027-2028
7GifYoi0wt2O,2024-10-28,2024-02-21,67,2013-2014
JHuYNe4g2R44,2024-01-08,2024-12-24,77,2001-2002
c9v480xQZ6Fi,2024-02-06,2024-04-18,79,2025-2026
4eqnNR0Y0NwK,2024-08-23,2024-08-23,90,2009-2010
d3gyujZ3NwCp,2024-02-01,2024-02-02,62,2019-2020
gIRX4w46hVZf,2024-05-11,2024-01-20,90,2022-2023
nyHwrxgdNAXv,2023-12-14,2024-05-20,96,2026-2027
DvsMV3EGdvq4,2024-08-05,2024-08-26,70,2014-2015
80oGfE0GQsCe,2024-11-09,2024-09-08,82,2010-2011
gwXM6F6pRNJ3,2024-08-11,2024-04-20,54,2007-2008
l5RQvRMiLKGv,2024-01-22,2024-08-15,59,2019-2020
01xnkyYdH6Vj,2024-06-07,2024-07-13,76,2007-2008
wgxtlXJPuJeq,2024-06-25,2024-11-16,55,2012-2013
3ohozbbkLELT,2024-02-20,2024-01-14,55,2019-2020
j0SJTHvwjWI5,2024-11-20,2024-10-13,72,2006-2007
EmQAxAln2w0O,2024-11-01,2024-07-21,92,2006-2007
IXieniYYXiGg,2024-01-27,2024-11-03,59,2019-2020
Vn0HouEPfOz3,2024-11-15,2024-11-11,55,2006-2007
pIdigkKDxj9s,2024-11-07,2024-01-20,77,2001-2002
Clfg3aULEC9u,2024-10-26,2024-06-29,70,2013-2014
8di2JPdnhuRy,2024-06-03,2024-06-18,99,2021-2022
AAbebtHwESnE,2024-04-07,2024-12-09,61,2015-2016
3LCEE48ouyJo,2024-02-27,2024-08-31,76,2008-2009
X60OqfhHzMgp,2024-06-05,2024-09-27,63,2009-2010
PmvLmHAsOUle,2024-10-25,2024-01-19,86,2004-2005
Y2huC1L4ie3O,2024-11-17,2024-08-17,54,2026-2027
EtO2VfxwLhtI,2024-06-27,2024-02-15,67,2013-2014
3QivuoHGdTiX,2024-03-08,2023-12-19,69,2011-2012
EH3Z0l0R6yjr,2024-01-25,2024-03-13,89,2012-2013
5EazS6rg3qdi,2024-01-11,2024-03-12,51,2003-2004
XftCzRkA6nWL,2024-07-23,2024-02-03,57,2016-2017
hz0me62FuCdb,2024-08-10,2024-06-13,64,2011-2012
EW9WGvyjcqn4,2024-07-21,2024-04-18,52,2026-2027
jpQUcbhMzRxR,2024-05-05,2024-08-21,71,2025-2026
QxHjMhCcQiRP,2024-02-20,2024-06-15,100,2005-2006
IDMoh8G8v6ff,2024-09-14,2024-12-17,65,2011-2012
nG8woGmKeQVR,2024-05-20,2024-01-11,83,2027-2028
p2858odrqAVy,2024-09-25,2024-05-07,90,2013-2014
5xfaJcPZycMX,2024-06-25,2024-11-13,74,2023-2024
4j9RRsxO6TrW,2024-06-19,2024-12-15,65,2002-2003
QwJ7kBljJ5Kq,2024-01-18,2024-06-15,98,2023-2024
iIb5B0FwOL0o,2024-09-10,2024-12-07,83,2012-2013
uZGOrxa4Zfro,2024-04-17,2024-01-27,61,2015-2016
oyKZW2xdXI9X,2024-05-18,2024-08-09,53,2004-2005
LApV2fjdZxyl,2024-11-16,2024-04-09,79,2009-2010
mxmXYtoFUIWB,2024-03-23,2024-05-22,90,2003-2004
AMauRMgZ5QGp,2023-12-25,2024-07-11,73,2022-2023
WK2oKvu7j7Y2,2024-03-08,2024-10-13,70,2004-2005
n9vkH6zhuhJj,2024-05-18,2024-03-24,58,2007-2008
JA3ZrFCnCfxg,2024-04-11,2024-07-22,51,2008-2009
6FY23IXMBlB2,2024-06-05,2024-01-13,81,2016-2017
nqt2LxoDOXbj,2024-04-08,2024-07-14,54,2023-2024
OFylcpAKS3H4,2023-12-08,2024-11-20,53,2026-2027
NUWcBj2XPPZE,2024-02-07,2024-11-05,53,2010-2011
3Z33Qyarp1W0,2024-08-01,2024-02-21,80,2006-2007
L4WD5RDAWtKf,2024-01-18,2024-03-04,80,2015-2016
OedY5PqOecjm,2024-07-22,2024-01-19,60,2015-2016
N26ht1PLtgHy,2024-09-25,2024-07-07,62,2013-2014
HwkFU5AQZE1D,2024-08-11,2024-10-22,75,2005-2006
2cKbomiL2xfg,2024-11-14,2024-05-12,92,2003-2004
q4JnGQrLt3EO,2024-04-09,2024-11-19,96,2001-2002
4izJbxoqbxU1,2024-01-26,2024-06-25,57,2022-2023
vQ1lYD1eolFU,2024-09-23,2024-11-03,100,2005-2006
tezCHT0jtWho,2024-11-17,2024-09-11,75,2022-2023
7VPy3IltcKVA,2023-12-22,2024-11-27,67,2025-2026
LXJB430TKG5L,2024-10-24,2024-10-06,78,2025-2026
ddLbJ11ssPb6,2024-03-23,2024-05-18,75,2024-2025
yYy50OxKSoaZ,2024-07-20,2024-12-09,50,2010-2011
GwBhDrhYqXFJ,2023-12-17,2024-09-21,75,2017-2018
m0koBg3OCnjZ,2023-12-16,2024-08-31,95,2022-2023
X0NgQjWuCnQJ,2024-07-23,2024-06-25,58,2016-2017
XaMahbNLPsD3,2024-06-02,2024-06-22,61,2023-2024
MzQ13E6g52dU,2024-05-13,2024-05-17,72,2017-2018
QlHKDxEU26Of,2024-07-25,2024-10-11,92,2003-2004
0qrt4XaU3Naw,2024-05-16,2024-07-28,93,2008-2009
oiCYqoo1mJvC,2024-06-10,2024-03-25,79,2008-2009
xSz1ozjrVqTi,2024-07-01,2024-05-15,61,2025-2026
QmAbmIc4rgPa,2024-02-14,2024-10-11,73,2019-2020
racT6pK0gKVf,2024-09-25,2024-04-22,64,2004-2005
wKyA7WOrNBES,2024-06-11,2024-12-16,85,2027-2028
KAQSRpdEOmAM,2024-04-23,2024-03-18,78,2010-2011
iKUOFEmOtGAi,2024-04-02,2024-01-15,56,2011-2012
dhGqm7XPH6kb,2024-04-08,2024-03-02,78,2001-2002
88audbtTVO9M,2024-11-18,2024-12-02,71,2008-2009
kPtAyNVFcjF1,2024-03-26,2024-06-13,96,2019-2020
pdRwVwJiVFIK,2024-08-17,2024-11-03,64,2021-2022
mrwEmChFIjvc,2024-02-17,2024-10-23,77,2012-2013
AsqBJ5nZW2St,2024-05-10,2024-04-13,52,2024-2025
4cMv3aeBGEGI,2024-08-06,2024-04-13,52,2027-2028
FFT5VJyFFIva,2024-01-02,2024-10-22,97,2015-2016
XDqUnshqEv7B,2024-02-21,2024-02-24,60,2021-2022
N2Z5qTaiJ3HV,2024-04-07,2024-06-22,64,2001-2002
0MoCJ1FSIrPY,2024-02-10,2024-11-06,83,2014-2015
J4Sy64koSpi7,2024-11-08,2024-02-27,69,2023-2024
3sprK2IZjNoe,2024-05-18,2024-09-16,89,2007-2008
FtjVUKVc7Tbf,2024-10-30,2024-05-19,81,2019-2020
xhhAAWpYy9tL,2023-12-05,2024-07-29,99,2027-2028
SRLNmJRWwawv,2024-05-26,2024-03-03,83,2019-2020
E3jKSMMovN1z,2024-03-24,2024-08-17,90,2016-2017
vAwyNVunCPjU,2024-04-04,2024-09-19,65,2009-2010
7fkvxuS8Kh0D,2024-08-15,2024-07-30,74,2012-2013
m59IFNk5nkgE,2024-01-13,2024-04-01,77,2020-2021
PESLcJP6nvW0,2024-07-27,2024-11-24,51,2014-2015
H2woBTnCqQOr,2024-10-01,2024-04-08,90,2025-2026
NNPcHXJDmavw,2024-01-28,2024-08-14,61,2009-2010
3EgEEnfMGs2e,2024-07-09,2024-08-26,84,2022-2023
rZVAmNSUXaut,2024-06-13,2024-01-31,87,2022-2023
pMZNrTbA1fQu,2024-11-02,2024-03-12,61,2015-2016
A11FYc41u8RC,2024-10-15,2024-05-05,92,2009-2010
k25GKB1Wxi46,2024-05-22,2024-12-15,60,2024-2025
HtKTkxKcKD5V,2024-05-02,2024-10-18,71,2002-2003
MRyJoq0h8fWN,2024-09-02,2024-04-26,67,2006-2007
ZQghSjSHeRap,2024-09-27,2024-04-14,69,2009-2010
MEwlEoeANRAs,2024-07-24,2024-07-16,71,2018-2019
stIP0LRBzYC7,2024-10-21,2024-10-13,80,2024-2025
BQmcYYfgWEJP,2024-04-16,2024-09-07,68,2012-2013
YH6ctRtMgW7Z,2024-01-27,2024-03-03,75,2020-2021
OiJVE5F4ef4M,2024-10-10,2024-04-06,52,2003-2004
hb3VUhzq01MA,2024-02-29,2024-02-25,58,2007-2008
DSDh9hV0xqQo,2024-02-17,2024-12-17,74,2006-2007
B2EMmFDs4lsQ,2024-10-17,2024-08-02,54,2002-2003
oEymSOxIdttF,2024-02-10,2024-04-21,61,2011-2012
Mv9KCpxCdLHm,2024-10-25,2024-03-30,62,2001-2002
hsXeFOqhwy5U,2024-11-25,2024-06-18,61,2025-2026
0xb5YovLwCEa,2024-10-10,2024-07-15,72,2020-2021
c9BbScS68YHG,2024-07-05,2024-09-12,79,2004-2005
O70MhrhDNZrk,2023-12-16,2024-12-05,96,2005-2006
tdDgYNruZFwL,2024-08-11,2024-04-04,77,2005-2006
3tQrSXh4hSbo,2024-02-14,2024-11-16,73,2015-2016
MY2jyWpOaAui,2023-12-19,2024-05-16,77,2001-2002
W4Vy5r4Bo1uW,2024-06-25,2024-10-27,54,2003-2004
A1oh7QTSprWT,2023-12-21,2024-09-13,70,2017-2018
EinsOsbzV9yN,2023-12-08,2024-06-29,84,2019-2020
HPSyfqP7bN5O,2023-12-14,2024-06-08,79,2003-2004
WWStwQyI27Ey,2024-10-15,2024-04-20,51,2018-2019
6sdjwKP3XFIx,2024-10-20,2024-04-26,55,2026-2027
jPEsBoPcVJzW,2024-05-14,2024-04-15,69,2027-2028
xTTFhTLbYPqS,2024-05-25,2024-10-18,98,2016-2017
weiKJT0Sk850,2024-09-07,2024-02-05,74,2005-2006
13c7N9zSleA5,2024-11-07,2024-04-11,56,2019-2020
OIUatnSlM98q,2024-11-19,2024-10-11,83,2015-2016
JsYBMTZAitfT,2024-06-01,2024-10-19,73,2015-2016
seR0PVTzCWQR,2024-03-20,2024-03-28,77,2024-2025
xJIqgGyyuNW9,2024-06-10,2024-02-13,53,2022-2023
f29Bspd2M4lI,2024-07-20,2024-12-04,65,2016-2017
DAOnB73pbhwA,2024-01-20,2024-06-26,97,2014-2015
AgaOqsygGHYn,2024-05-14,2024-12-11,73,2021-2022
2VqsKBAEiTTt,2024-06-19,2024-12-01,72,2002-2003
vGJHDg7GtLNN,2024-08-10,2024-04-28,90,2013-2014
KwzThNBlvkji,2024-08-27,2024-06-10,67,2014-2015
QjEJsPe8exft,2024-11-17,2024-05-19,53,2024-2025
kqo70Kuh6wjh,2024-02-07,2024-05-12,79,2002-2003
k1yVOhfSuMtV,2024-10-22,2024-07-04,93,2027-2028
clQ1yUmngywh,2024-04-28,2024-06-13,65,2005-2006
nNwygcv5aYHG,2024-09-26,2024-02-16,84,2016-2017
vYaN48yXhToX,2024-06-30,2023-12-13,70,2005-2006
yvExqPZrwP3J,2024-05-12,2024-10-04,63,2005-2006
2FRrkRguIAZ0,2024-03-03,2024-03-27,53,2023-2024
rZkLLmEs9vH0,2024-08-02,2024-08-01,70,2026-2027
pdeP3d3OljqI,2024-04-22,2024-02-14,56,2015-2016
xdjCpBKAAdEk,2023-12-09,2024-06-21,71,2012-2013
V24v4skqcBpL,2024-03-03,2024-02-09,82,2010-2011
HX7KTVLPof5W,2024-06-02,2024-11-14,86,2017-2018
cQne82a6acCl,2024-10-18,2024-07-16,80,2003-2004
RL5UGNthRQ1n,2024-09-26,2024-08-17,51,2017-2018
bpHf4BOSrjKZ,2024-05-25,2024-02-15,82,2021-2022
SUiTYAncknJZ,2024-09-05,2024-05-12,52,2010-2011
u9Pl1zYjbspj,2024-06-20,2024-07-13,64,2015-2016
PybR10dUuN8M,2023-12-10,2024-10-16,93,2020-2021
vkoCxxUuhz85,2024-02-28,2024-04-05,68,2014-2015
iQ2wVe0MPE0l,2024-02-04,2024-09-24,87,2005-2006
ssJLCaJvD5ft,2024-09-02,2023-12-29,54,2016-2017
1GWhvk3TigPk,2024-08-05,2024-07-22,94,2005-2006
doM4ta0wkk9H,2024-07-17,2023-12-24,73,2017-2018
z8YA3Jq2M3aB,2024-05-22,2024-03-18,89,2024-2025
ItiIJj6xDSON,2024-05-27,2024-09-01,56,2016-2017
03YoRqu3GB4t,2024-06-22,2024-02-18,94,2022-2023
Sr6fluOUZns0,2024-07-07,2024-05-25,96,2022-2023
202KOumzoJwo,2024-10-29,2024-02-07,54,2009-2010
tRnJy3hiQuvY,2024-08-13,2024-03-17,74,2019-2020
QDtey5eWW7v3,2024-02-12,2024-08-23,85,2023-2024
YN0LfGkzzPxN,2024-07-30,2024-09-11,67,2003-2004
CpMarbkxecoN,2024-02-26,2024-02-25,82,2023-2024
Ae5HhaEWhHuU,2024-04-27,2024-07-21,67,2006-2007
wnEaRD6x5W28,2024-07-03,2024-10-15,70,2003-2004
6Iux3rFgT9q9,2024-08-29,2024-10-23,84,2013-2014
XaG5ylYSpiiu,2024-10-16,2024-05-01,96,2009-2010
7g2TuUsHPIet,2024-09-19,2024-01-31,81,2019-2020
nyeu6uFZddzM,2024-10-13,2024-03-30,93,2008-2009
qrP2SPsu0gaP,2024-03-04,2024-03-29,56,2020-2021
wwMXa0mC34EM,2023-12-24,2024-09-21,81,2012-2013
F5SRNfkJ2Zpq,2024-08-22,2024-06-18,79,2002-2003
lNiU7TFdOmOK,2024-02-22,2024-12-04,77,2019-2020
QawbcXzfvTgJ,2023-12-08,2024-04-21,100,2019-2020
sG1h8KzirAjD,2024-05-04,2024-07-11,82,2017-2018
69kg1Soii3ob,2024-08-15,2024-03-03,86,2004-2005
ReZnS6bS8ys2,2024-03-01,2024-08-23,50,2016-2017
Tn7jEMmhSOfZ,2024-02-29,2024-12-04,59,2022-2023
RA0zgSX0aULP,2024-06-11,2024-09-18,71,2007-2008
Olrn4od0kWcX,2024-10-24,2024-08-27,51,2015-2016
gU9ztMEbNCBQ,2024-10-01,2024-07-30,69,2001-2002
FPr5PIL18Xyw,2024-03-17,2024-01-10,62,2026-2027
IB1yefXpAep2,2024-08-12,2024-04-26,56,2011-2012
bSWetPNOgcg3,2024-06-13,2024-08-09,98,2016-2017
tZTTRQJ3IwJ4,2024-08-25,2024-10-26,97,2017-2018
O31dhiIEk1qE,2024-03-07,2024-08-07,69,2016-2017
q7TyDJklznUF,2024-08-05,2024-05-21,74,2016-2017
TajahrZeF7s3,2024-08-04,2024-07-09,52,2011-2012
8iq50UJWtiIH,2024-06-02,2024-09-30,54,2018-2019
uruai9HQCRi7,2024-02-14,2024-01-24,88,2026-2027
pO67W36ZxCFt,2024-11-23,2024-06-27,56,2027-2028
klMopY9xWX8O,2024-09-04,2024-10-30,72,2010-2011
2P18T8aDfDn0,2024-05-18,2024-03-06,84,2022-2023
GA7HvKbUYTed,2024-08-11,2024-10-15,63,2004-2005
Vsa11s1BdZR8,2024-08-24,2024-01-24,81,2014-2015
6Av3qQHDjluh,2024-09-19,2024-11-23,80,2012-2013
XWSvPAEucFqS,2024-01-13,2024-03-30,75,2027-2028
8FZnMR8phtvW,2024-07-22,2024-11-09,51,2004-2005
BibGvWmCB0w6,2024-03-04,2024-11-28,80,2010-2011
LcI8WRyoF258,2024-03-21,2024-01-14,52,2011-2012
WVrWpMfKwuQo,2024-03-03,2024-02-22,66,2003-2004
N2NCBhC0RxHr,2024-04-16,2024-07-03,56,2005-2006
uikawd78s426,2024-03-30,2024-05-03,56,2012-2013
2rYVD6k9Y7Cz,2024-03-02,2024-09-20,75,2013-2014
xtym5P6Wje8z,2024-05-03,2024-07-04,95,2020-2021
1EezBcMYYLNo,2024-07-14,2024-01-02,85,2005-2006
xyThQxK9uMyd,2024-11-29,2024-01-13,79,2019-2020
jdAWdO7xLhFZ,2024-04-02,2024-10-08,57,2002-2003
tEzPbhz3bhXr,2024-10-15,2024-03-16,96,2017-2018
7RQoAwwOyxmr,2024-07-07,2024-09-23,86,2005-2006
GK3vEKgdHzeH,2024-06-17,2024-06-28,70,2013-2014
HAhjpigZOWo8,2024-07-22,2024-08-13,59,2010-2011
QDLg3NJkWVfx,2024-04-02,2024-03-23,81,2002-2003
I66wWpfdMpC1,2023-12-21,2024-07-18,78,2009-2010
AEhrJeXES9uj,2024-01-07,2024-10-06,73,2014-2015
SAgdcIjIoE1f,2024-02-22,2024-11-08,88,2016-2017
EszCtqjWJVGz,2024-01-26,2024-11-22,81,2015-2016
AGiWIjpZnol0,2024-01-14,2024-03-19,58,2003-2004
BFVBsYLE5OWH,2024-02-12,2024-10-22,74,2020-2021
51Hp0thvEzzD,2024-09-26,2024-03-02,91,2024-2025
XCLtvy4n5aKr,2024-03-27,2024-01-05,71,2026-2027
D2WrUSLwhJAm,2024-08-07,2024-01-29,75,2001-2002
57sE7eyh1gXg,2024-03-16,2024-08-27,84,2024-2025
mkillunl9YDn,2024-10-28,2024-08-20,67,2017-2018
Z2SNuZkFF4fS,2024-08-21,2024-02-15,76,2012-2013
5z9OsFUFHUBK,2024-01-13,2024-03-28,83,2014-2015
fTVR0DVUh76e,2024-03-22,2024-06-03,61,2023-2024
bzKCb6XsOXAr,2024-09-09,2024-09-01,66,2006-2007
QR2KRnPjK2M5,2024-01-10,2024-01-15,97,2011-2012
JOnuQGk5rCOa,2024-02-03,2024-04-18,100,2009-2010
5MgB5TwX8pqK,2024-09-10,2024-04-17,89,2020-2021
hsaS2bs9StFW,2024-02-11,2024-05-10,74,2009-2010
Ttb3elWGnkHA,2024-09-21,2024-10-28,68,2025-2026
elgxk3LgVFP4,2023-12-05,2024-04-21,54,2008-2009
n6CrFBGhDw7b,2024-09-12,2024-01-23,94,2001-2002
GAqdWpo13VD4,2024-07-19,2024-04-21,98,2025-2026
ekuKwbgFWc3i,2024-05-13,2024-02-09,70,2001-2002
dmQlMO21o7GJ,2024-08-19,2024-02-25,76,2017-2018
e9WKjEo0ByjH,2024-09-17,2024-01-03,81,2016-2017
HjpWvqJ8msXc,2024-03-25,2024-06-23,91,2013-2014
INuBr3v1aH0M,2024-07-05,2024-08-22,62,2006-2007
QXJOSUL32AZU,2024-03-29,2024-07-15,54,2003-2004
rvNqeXRxUW8f,2024-04-29,2024-01-29,84,2006-2007
XHRVSTJNswWg,2024-01-25,2024-06-17,54,2017-2018
wn02cGhYihp9,2024-11-22,2024-09-25,59,2001-2002
EdHRefUgQWUF,2024-04-20,2024-07-22,62,2025-2026
CzympD5eLn4M,2024-07-15,2023-12-27,78,2015-2016
KGUeJtShX2TO,2024-01-24,2024-01-22,88,2011-2012
lhEaK0ICEEqC,2024-04-11,2024-04-04,77,2012-2013
kJZJlwVSRIdJ,2024-04-24,2024-07-30,57,2013-2014
X3cGbUhAqlY9,2024-08-02,2024-08-28,50,2012-2013
ALCFJpijvIsW,2024-09-18,2024-04-25,64,2019-2020
7VQicxWzpWil,2024-09-24,2024-06-04,59,2016-2017
O27NJMWXyaE5,2023-12-16,2024-06-23,85,2024-2025
zYXYh8EDz1jb,2024-07-02,2024-08-31,59,2021-2022
ZNQNWYoXMoFZ,2024-03-16,2024-05-11,73,2018-2019
7WRnijYnk4GP,2024-11-30,2024-09-10,56,2023-2024
LYaukW7WcqJV,2024-07-14,2024-07-03,55,2021-2022
1xcjd7N0MNss,2024-04-16,2024-01-29,59,2002-2003
LRIK3susdMuV,2024-10-06,2024-01-05,83,2017-2018
7ubjme6398pU,2024-11-08,2024-06-12,88,2013-2014
Al3zajAySSbE,2023-12-11,2024-12-20,56,2017-2018
OHQcqp8pzFXJ,2024-10-21,2024-09-19,56,2014-2015
SqiJSMTMUfMy,2024-10-31,2024-01-30,53,2023-2024
ve26dBQgLqxW,2024-03-23,2024-04-22,62,2024-2025
dvA9J3FpR40F,2024-01-04,2023-12-26,50,2010-2011
KApJESS9g48j,2024-05-29,2024-06-13,59,2014-2015
I10rGrnoe7qc,2024-01-11,2024-04-24,69,2001-2002
wpIN60nzgcvU,2024-11-23,2024-06-23,65,2014-2015
00SjmciiOEdj,2023-12-12,2024-10-24,83,2013-2014
4ONvGGkyjpcW,2024-11-30,2024-12-17,59,2023-2024
SKZVxRkqF0y3,2024-03-07,2024-10-12,62,2022-2023
XDCdj8yzXNH2,2024-04-29,2024-08-28,91,2027-2028
I0I5RFRa6euB,2024-11-28,2024-04-13,74,2006-2007
