id,day,school_year,start_time,end_time
0faqPfQs8HFB,Wednesday,2020-2021,03:42:02,18:11:37
X2Z8zTHvzJml,Tuesday,2011-2012,07:58:00,09:21:50
oOJ684cH1TDs,Monday,2017-2018,12:08:51,15:43:04
QRwbikkxEDgP,Tuesday,2016-2017,14:21:56,10:04:37
4StHMZ3LisYm,Friday,2014-2015,17:27:07,16:07:15
jJxZwiwa5th4,Monday,2004-2005,07:20:26,03:23:12
bghn9z19MQjv,Monday,2024-2025,05:17:02,11:22:18
uURsXBcLSG0w,Monday,2024-2025,09:39:30,20:09:08
xEC00mNaUzth,Saturday,2004-2005,21:14:37,12:42:01
ax9tWNQ4wkVH,Friday,2016-2017,02:49:06,11:47:29
zzab6U7nj2FL,Saturday,2014-2015,15:48:58,11:14:26
zuYWNn0Pvay1,Monday,2008-2009,02:46:34,14:09:40
DK3K4kMlYdtk,Sunday,2024-2025,10:53:45,18:40:09
NdgO9IBvu35t,Monday,2011-2012,12:34:14,04:16:17
gqO7uRHrBiv8,Thursday,2021-2022,01:29:32,22:28:32
NehkeEimbFt2,Sunday,2027-2028,04:37:56,05:14:18
OwM77mTm3Zg0,Friday,2013-2014,22:54:49,13:10:47
sAH3Z3AmZ4cn,Monday,2017-2018,20:07:01,08:29:33
LD0a9Cl70yFt,Monday,2027-2028,15:07:44,01:28:36
H1Ua1cgEEYgi,Friday,2022-2023,08:02:02,00:34:14
tT3gJsywa5YN,Monday,2011-2012,19:16:05,10:28:00
xpz1rJX82hvU,Thursday,2014-2015,19:36:10,20:46:21
qGOOEwOhGVYI,Sunday,2027-2028,21:22:32,10:58:30
ngTDYMBgj9S6,Saturday,2009-2010,11:07:36,16:10:43
Af6pVwh5XBgk,Monday,2005-2006,06:39:08,06:25:19
XTEMsk5Cw7vf,Tuesday,2008-2009,04:48:37,18:29:32
CnIasj8Axq1T,Tuesday,2004-2005,20:40:16,22:43:12
hhnfSXxg2Kdl,Friday,2005-2006,10:09:04,16:59:12
5DO3Rk9S9gio,Friday,2019-2020,00:00:05,04:46:12
5nWEbNSlungK,Monday,2022-2023,10:22:37,13:45:17
wH3xd50vxwIW,Monday,2001-2002,01:32:34,02:00:18
nqqC83BPrKhj,Wednesday,2003-2004,05:20:44,03:04:21
YxKeo5lkSMLm,Sunday,2008-2009,23:42:38,16:44:51
FxOTbjSl2vFM,Wednesday,2002-2003,14:18:27,13:32:21
Js5gRgMdRaRe,Tuesday,2026-2027,00:05:27,23:54:08
DuM2ZyEFoSpM,Thursday,2015-2016,19:35:01,09:35:55
UsBqZueeI8fI,Thursday,2026-2027,16:12:49,06:38:26
66C4Bk1onLzK,Sunday,2009-2010,07:25:20,20:10:08
PWWL6Cz1EVnW,Saturday,2016-2017,15:06:48,09:40:13
OGTUhYSQfuF0,Sunday,2016-2017,21:12:58,20:35:58
Aqtgz1I1hetk,Thursday,2013-2014,16:42:39,11:45:54
uRjzUxaAfMbS,Friday,2025-2026,09:10:20,07:41:58
uY3YF1CckDLu,Tuesday,2010-2011,12:36:15,13:14:45
UuFwmMKseei3,Friday,2015-2016,23:13:39,06:12:51
bxCMdPVClY3K,Sunday,2012-2013,06:30:24,08:29:54
yWYMrowf3lAW,Saturday,2023-2024,19:48:27,13:31:29
IRj7Pm5No8LC,Friday,2020-2021,00:28:34,03:12:16
ZwfN8hFXVInH,Saturday,2018-2019,05:24:33,00:21:32
mly4NSTr8u5K,Friday,2023-2024,04:12:30,20:00:19
UVlj3B2ISXwA,Saturday,2009-2010,05:17:09,23:40:10
6vv0oqTQmKnW,Sunday,2020-2021,09:59:56,07:37:07
tPv3G97sorhB,Monday,2021-2022,13:39:32,12:18:25
G21d9jQaXaOP,Sunday,2003-2004,08:41:46,23:48:19
iIw9CQqQAk47,Tuesday,2027-2028,01:56:01,02:32:35
UpEPoNeBwkxv,Thursday,2009-2010,17:48:20,21:45:20
rPgtaAEeh7gg,Monday,2015-2016,21:03:14,21:17:33
zWQPKEmdRrQH,Sunday,2027-2028,15:33:55,06:27:09
olRsfZgzZlRZ,Saturday,2002-2003,09:43:07,03:06:43
JBaDS9WlJJMU,Monday,2023-2024,08:08:57,07:05:19
jZkRRxRe4Ikp,Thursday,2004-2005,18:34:05,20:18:39
YtaIMiYZXF3K,Tuesday,2012-2013,13:54:44,07:48:04
b6W3ChrXHjtH,Monday,2008-2009,21:29:25,08:57:17
l7LqvguteqzK,Tuesday,2026-2027,17:16:34,12:31:45
uHbMtxYHIj2M,Saturday,2009-2010,14:16:58,05:01:12
MWdcDEvUwsnQ,Sunday,2006-2007,11:13:57,01:50:17
rRci57IXrzCB,Tuesday,2001-2002,06:21:43,01:20:56
Vv5uRzLj2FAi,Wednesday,2016-2017,18:26:23,01:17:52
6Net3CADAL6m,Thursday,2016-2017,08:31:28,19:30:10
3sibkektAHpq,Friday,2019-2020,09:23:14,14:07:39
MgJP875HkOxY,Sunday,2014-2015,04:33:48,22:52:42
K8TBiFoo72OA,Saturday,2022-2023,22:54:03,23:07:19
CNpFB1NJaQvV,Friday,2001-2002,02:27:26,21:41:59
WK3a4Qh6qgHi,Friday,2013-2014,19:45:27,01:23:30
8uUdkEstAzgK,Sunday,2001-2002,04:40:22,16:40:44
ZEk9SwDwXcDN,Thursday,2023-2024,00:19:23,20:15:08
aCyZCkmkZLed,Friday,2002-2003,08:48:25,11:55:28
uX5fQZOxmkzc,Monday,2002-2003,17:33:29,11:21:52
SqZ8ZN1F4phx,Tuesday,2027-2028,18:31:16,23:28:17
1EfKQgYboScY,Thursday,2014-2015,07:50:20,11:59:25
r6vtUTdqZ4XP,Tuesday,2025-2026,07:18:42,12:01:08
BflWZ7scmwuV,Monday,2020-2021,07:34:35,06:12:41
7vXP0VNYwvIc,Saturday,2025-2026,09:22:02,03:26:06
3g87SXI8kyps,Monday,2009-2010,13:46:18,18:13:56
EU2akWgWu2gL,Saturday,2002-2003,00:05:27,01:36:53
xQUzizc3Lvol,Tuesday,2006-2007,10:41:09,20:49:03
xuQNnl7l7fsE,Sunday,2004-2005,22:28:59,08:12:46
kpVWMWdHPBUb,Friday,2007-2008,16:31:46,10:12:10
zrhoWhcHqO7N,Wednesday,2006-2007,14:36:50,07:48:24
4ZozeZmzFLtX,Thursday,2018-2019,07:00:18,22:20:33
vpmDlq5QLPik,Friday,2002-2003,00:01:33,06:42:44
0tE0kCMSrKKE,Friday,2019-2020,22:42:00,05:39:02
rGKegn4NqYtd,Saturday,2022-2023,03:06:57,11:13:54
NbQNUiJFOPnf,Friday,2022-2023,10:38:47,06:29:18
LwU2dBc62loE,Friday,2005-2006,08:01:39,18:33:09
I2pYUwAufzXX,Wednesday,2027-2028,02:14:27,15:26:40
Dwu6YiU9JIEK,Sunday,2016-2017,08:50:01,03:18:12
hdqWwl0S8qho,Monday,2024-2025,16:13:15,16:05:57
66JJ0lRL3hr0,Thursday,2016-2017,13:24:47,19:36:30
Jonh4whYK898,Friday,2026-2027,20:19:42,09:35:41
HrFSAMkFZtEl,Thursday,2014-2015,04:16:19,16:09:06
HOou6dzT2twe,Tuesday,2012-2013,00:56:33,11:33:00
5aTQXf5tdpaB,Wednesday,2013-2014,04:43:08,16:44:10
XhQGe5DGfYzx,Tuesday,2013-2014,18:56:39,16:47:42
2yRLwAv3Sg4a,Thursday,2025-2026,18:35:37,07:17:53
QYxriC7k1DVO,Saturday,2010-2011,07:24:58,17:21:43
uKujiBcrf30T,Thursday,2016-2017,23:25:11,01:13:19
nofEzsHToBme,Sunday,2006-2007,15:47:47,17:14:55
tnryyJ5CSAhc,Wednesday,2002-2003,01:35:29,19:43:28
O1ZgJGlz7Trr,Monday,2016-2017,03:37:12,00:36:56
WxNebguVQFF4,Thursday,2016-2017,11:45:55,10:10:45
khH21VUCobpT,Saturday,2011-2012,11:18:37,01:39:35
mMp2YbPXe65n,Saturday,2002-2003,00:38:01,03:27:31
09rkWyyoph0V,Saturday,2027-2028,07:47:51,04:56:09
2dBXguJiCZzh,Tuesday,2010-2011,16:22:16,15:38:46
ShBSxqK6nejq,Thursday,2008-2009,00:47:06,09:39:05
oXcBilihTPuv,Wednesday,2003-2004,17:00:38,10:11:05
2bDjOCdd0m5a,Saturday,2002-2003,00:18:58,00:12:50
oYdKS2LviPFm,Tuesday,2027-2028,09:02:46,17:47:21
SKPnA52FZ7ZF,Saturday,2005-2006,12:12:37,00:45:23
YXvgGUaL7qoE,Monday,2024-2025,22:55:56,23:14:00
Yt89MGtp6qoM,Friday,2008-2009,06:43:41,05:23:05
bo8Hp44GWZdM,Saturday,2008-2009,22:49:19,06:54:39
qvopvBrc8LUl,Thursday,2008-2009,01:35:44,18:23:14
VKXZE2fOUgfF,Tuesday,2024-2025,06:33:35,21:28:42
nxe4KQBw44dD,Monday,2015-2016,02:30:45,05:12:42
2nyc5ZVnDWli,Monday,2001-2002,23:56:28,15:11:00
3C8HEmajEYTd,Monday,2012-2013,00:22:40,20:06:54
pIVmzaQEvA00,Wednesday,2006-2007,14:43:09,01:43:54
HGm8rtB4z4YI,Sunday,2008-2009,08:23:40,17:35:58
SDbTU5O41j5O,Thursday,2027-2028,08:00:18,04:45:38
8tu1TWviIHcQ,Friday,2015-2016,08:16:28,15:26:52
5JUHAaLxSp4w,Tuesday,2020-2021,20:35:16,08:55:22
fjdRwTYiVw9u,Tuesday,2025-2026,23:07:14,12:28:10
mXwHVFcrZCKG,Sunday,2003-2004,03:23:03,13:23:53
ZEGznxAGTKl8,Tuesday,2023-2024,22:41:53,20:25:41
fdYiZMP1UA4v,Friday,2021-2022,07:11:18,02:43:07
tJ1jFulRT8e6,Wednesday,2008-2009,07:58:40,11:35:44
KfBALoGxaDTU,Saturday,2008-2009,18:51:30,00:04:51
YZpBisx32ils,Wednesday,2025-2026,00:18:56,18:22:38
3XeDlGgezPTq,Sunday,2022-2023,13:43:31,05:34:48
l11iCI0QZ9Ou,Saturday,2012-2013,23:40:49,13:22:50
DvzXqDLU1WUB,Friday,2002-2003,22:19:05,09:31:44
k7Au9p5GgOrA,Thursday,2004-2005,01:52:56,03:16:02
i1XRqyedy1cH,Sunday,2022-2023,23:27:32,23:49:17
SWbp1EeMiPwb,Monday,2001-2002,19:15:39,10:13:49
auRm4buyPvOo,Saturday,2018-2019,08:41:57,13:42:34
aDrLEE2AqPRp,Monday,2023-2024,11:36:07,11:20:49
CrS0OsDvw4r8,Monday,2022-2023,21:52:12,11:03:25
ecwQDEj1dauN,Thursday,2017-2018,12:50:01,02:28:01
G7pGmMvruK0P,Sunday,2019-2020,21:21:51,05:54:17
bEX82s0Rd8tN,Saturday,2020-2021,19:17:14,12:29:01
iCtJfAcagiP0,Friday,2004-2005,13:56:53,01:23:53
SbbmeeXExWcl,Wednesday,2013-2014,13:29:53,00:00:48
y06myaU4iarC,Tuesday,2015-2016,19:27:11,09:32:16
WpN5S3Xvmd1b,Monday,2020-2021,22:49:01,11:37:28
BV0uk16pvorw,Saturday,2022-2023,01:54:12,22:20:59
245AKrBOM8SU,Friday,2019-2020,17:16:06,19:41:39
MguxT6sGeBwo,Friday,2004-2005,02:04:09,01:04:01
WJUwy9o2bahE,Thursday,2027-2028,01:37:10,19:13:15
egQjAMJOqev0,Saturday,2003-2004,11:03:49,18:42:02
YKHZh9qD61F0,Wednesday,2027-2028,09:35:28,22:02:32
Tg6Q62bt5bvd,Wednesday,2008-2009,12:31:08,03:26:15
Ln8BvZC4kOjQ,Wednesday,2012-2013,15:39:32,01:19:14
fdYF4m0K4zQh,Friday,2023-2024,20:13:24,13:53:55
uzO4lthJyOmy,Monday,2027-2028,23:02:57,01:43:40
quukFW5AhPGw,Saturday,2013-2014,11:24:43,15:28:52
jYFAPLd5VJTD,Monday,2013-2014,00:15:15,12:38:14
OpWsayFVQnVe,Monday,2021-2022,07:48:47,07:16:26
2QzSmA0uFQ1X,Tuesday,2026-2027,00:27:40,05:13:31
i1T38Kox82cn,Friday,2020-2021,20:20:17,14:04:03
TAf73K88gmHL,Monday,2003-2004,08:13:14,15:08:49
nKfnEGFhdRLy,Sunday,2026-2027,06:06:24,01:32:18
CaCHQfdHskPk,Wednesday,2016-2017,02:25:26,16:51:04
CM5uGWqkp2Sq,Sunday,2020-2021,23:59:27,23:44:58
cYTms5Jl3PgL,Wednesday,2017-2018,10:20:20,03:38:16
XFkKUe89UrMc,Thursday,2010-2011,11:02:25,23:36:26
XdFVmHHCdygx,Tuesday,2005-2006,00:22:15,17:23:53
hVRTPELSEWM3,Wednesday,2016-2017,07:00:19,21:37:29
7L5QxANgWFNP,Tuesday,2004-2005,20:53:27,10:23:56
qUufe6LBOCrr,Saturday,2027-2028,12:56:21,13:01:39
XTrDLFYg0pKT,Thursday,2007-2008,07:57:25,17:17:41
WXpv6aRSGbLY,Sunday,2018-2019,22:59:57,06:38:14
DZtfPJjdWsiv,Wednesday,2023-2024,06:05:58,05:56:41
zpJ6TgStkhcZ,Tuesday,2003-2004,21:02:34,04:21:46
uZ739OWztLDv,Monday,2001-2002,09:42:57,14:57:34
9LVsIQxtOqwy,Friday,2022-2023,03:20:13,19:38:11
12i9duNPWXGi,Saturday,2025-2026,17:44:59,14:44:14
Q7zqHwIwTar9,Thursday,2022-2023,09:51:15,19:56:05
taHUrkzLc4vE,Wednesday,2014-2015,23:40:46,15:42:03
V3maYbBct0ES,Saturday,2026-2027,02:02:11,09:22:10
U1lB1XPZHBq6,Sunday,2017-2018,19:29:39,11:54:07
x2H4e04wuMFK,Wednesday,2005-2006,09:09:06,00:30:55
ruYVZojoc0Fo,Sunday,2027-2028,04:49:49,12:14:20
H2e1BqxTlZUB,Saturday,2014-2015,10:48:44,00:28:42
Uez95K24rQ3g,Saturday,2019-2020,21:00:22,00:12:00
NS5gBZM7dBTc,Tuesday,2022-2023,11:33:48,22:47:41
5Z9mv1QlxvZv,Thursday,2017-2018,22:10:14,22:06:08
Mh6rc2qxsgBO,Monday,2010-2011,08:13:34,17:06:00
FxBushOLRLhn,Monday,2008-2009,20:06:10,09:32:33
7FrpLK3sfcRz,Monday,2010-2011,11:03:09,20:34:51
9yLn2Dhj5WUY,Tuesday,2008-2009,08:19:34,15:39:17
c4AdT8Bh7AA6,Monday,2008-2009,10:42:21,20:55:53
gbBaTFmjRRNf,Wednesday,2001-2002,16:09:39,16:09:24
c4ReSHAeRZ4x,Sunday,2007-2008,13:22:43,15:18:48
1mZC1MpnUXRt,Wednesday,2007-2008,17:41:18,04:54:41
irA8tFODCxQZ,Tuesday,2014-2015,05:45:21,16:38:22
0FNoqKSaxsXh,Thursday,2008-2009,05:37:51,05:37:32
5A81HpD7muBc,Monday,2024-2025,11:35:08,02:57:14
eIuSuMUeekdF,Thursday,2023-2024,13:37:18,18:26:43
HcyGA8MSANb6,Thursday,2025-2026,01:49:30,08:43:43
EKEpCc3dWGRS,Wednesday,2016-2017,03:39:17,04:56:10
TgzYNehIq3yl,Wednesday,2001-2002,10:48:54,16:05:21
GZgMPWUhz8qD,Saturday,2015-2016,05:24:16,10:32:14
I0LTgpvGqQVP,Thursday,2016-2017,00:52:23,05:59:59
hHELaZBJP8nD,Monday,2007-2008,21:36:23,10:26:21
KDPWOZCDFqVx,Monday,2022-2023,08:11:01,08:25:52
5uZ8R75O0NAv,Friday,2026-2027,15:10:51,00:54:22
ttUlV0XuzfcT,Monday,2001-2002,15:41:09,04:10:08
HGW7IN7NSmia,Thursday,2015-2016,05:12:06,03:34:05
RJsNrHmyXl3m,Thursday,2016-2017,04:07:37,13:01:02
1fcm4Be6761e,Sunday,2022-2023,03:57:13,16:13:57
xV2LGNMLH9C6,Sunday,2019-2020,23:47:33,02:44:01
CLZX6ESiJLxX,Wednesday,2002-2003,08:03:30,11:48:59
myL4z5u6kLuR,Tuesday,2027-2028,14:57:07,17:12:16
O7IXMtedIWM7,Friday,2018-2019,10:36:39,13:13:39
xFx4JN0BB1B9,Friday,2001-2002,17:01:21,05:20:49
vuycmlidr4En,Wednesday,2003-2004,09:00:09,03:26:46
8D6bhhMVsW83,Monday,2006-2007,18:47:05,20:44:12
ENQBGjc0jVQd,Thursday,2016-2017,11:45:36,12:42:49
rFOVs06WabH8,Wednesday,2019-2020,18:50:36,20:35:16
08OXJBMVVaip,Saturday,2024-2025,11:10:07,13:58:48
bXHa5OUCIeZm,Tuesday,2012-2013,06:23:15,18:48:12
AkjVPhanVoQo,Thursday,2026-2027,09:21:40,18:53:17
kAkjR7CcJgZe,Tuesday,2018-2019,12:18:05,09:46:00
HJjUKoIe7jqc,Monday,2024-2025,12:08:44,19:37:38
qCAkezhShBbQ,Friday,2009-2010,02:51:42,09:29:35
VA9dUQg8lrsv,Saturday,2016-2017,21:19:15,16:06:09
AoFB9AHRUsgr,Monday,2013-2014,06:49:21,11:48:22
7c787dfOIcpJ,Sunday,2016-2017,08:03:24,08:40:09
2o15KhyTql6E,Monday,2010-2011,18:26:34,18:40:19
Y4RDCfyJyR7a,Monday,2013-2014,09:51:49,22:01:05
F84OlqIIZTXc,Monday,2001-2002,04:23:17,11:41:25
xQBEVVUcbMEy,Saturday,2006-2007,02:13:06,20:47:44
Rutix426Ja3Q,Tuesday,2023-2024,04:13:38,15:03:54
V5aZVjAYc75w,Wednesday,2016-2017,00:23:11,08:54:39
RC0I0acS3Hph,Wednesday,2003-2004,22:08:40,19:03:16
No6pnVyzm9PH,Monday,2006-2007,11:07:03,14:41:39
Wbv3d9ummdL7,Wednesday,2022-2023,05:34:41,23:40:06
FwDh1a1oTbLj,Friday,2016-2017,07:42:02,03:01:18
HnV3X1AYHZYz,Saturday,2018-2019,06:13:15,22:37:06
6MekRHLGHSOV,Wednesday,2004-2005,21:02:49,14:15:28
VQsV6VUiGtCG,Thursday,2010-2011,06:17:18,19:48:55
I1aFXe8KIqHu,Saturday,2004-2005,20:40:20,22:49:28
DDHnHFjigTwu,Saturday,2027-2028,06:08:24,17:51:48
VQ6MKqIWrlho,Friday,2025-2026,11:52:00,07:54:04
AAQqXJrlov1T,Sunday,2021-2022,09:48:39,03:48:18
TDR4zUk6907L,Thursday,2002-2003,09:25:42,08:04:14
caFsaCNlfBFt,Wednesday,2018-2019,02:32:27,02:23:28
j9SqKRWBhl9X,Thursday,2007-2008,12:48:11,12:01:24
3Pp0MN2liS9x,Tuesday,2026-2027,17:24:09,11:03:58
KKZNP8XbsYpq,Sunday,2010-2011,23:37:11,01:24:59
zE0w6WFn6XRF,Saturday,2019-2020,02:25:19,13:17:08
bg0Tex07C7oY,Wednesday,2002-2003,07:54:15,06:50:29
XtmbaKhc2WM1,Sunday,2015-2016,21:24:56,02:43:56
NYa6Xx3aH77Z,Thursday,2021-2022,02:07:38,21:37:11
zCNESV27J6R9,Saturday,2014-2015,07:11:09,06:49:24
StYQCRXDRP5q,Saturday,2019-2020,23:37:19,15:55:59
JnkK0HbHRMBw,Tuesday,2022-2023,19:07:09,11:46:05
iJgvWnvmMiBy,Monday,2024-2025,21:35:57,06:43:39
RI7HkdKp5FoJ,Friday,2021-2022,06:28:09,19:33:59
rjAU9OR3yBw8,Friday,2015-2016,15:17:10,02:21:27
I02gqFacj6Y2,Sunday,2015-2016,17:27:42,17:07:57
0ZQ6OdYxuOX8,Saturday,2020-2021,16:45:03,12:29:09
baanWp3zn0Hl,Sunday,2024-2025,21:08:50,06:47:58
z1TTUOdlW9Gd,Thursday,2014-2015,15:00:54,15:55:39
oZOqGb1T5UQ1,Friday,2020-2021,14:14:56,12:17:35
knbG6xiqt0s6,Monday,2016-2017,01:38:05,15:33:45
Cmmnbh3K4u2k,Thursday,2025-2026,22:27:04,03:12:44
mvAsrlxEcako,Wednesday,2017-2018,22:01:26,04:58:25
FnGq0IWl6ASL,Friday,2013-2014,06:34:24,23:19:14
WIiZ2Qwue8ol,Friday,2022-2023,01:48:12,09:22:22
lNQ9fOafdoC1,Monday,2009-2010,13:53:15,21:04:00
VPzoHF3r2VEB,Saturday,2026-2027,23:09:29,01:35:38
t7gmxySSkfbr,Tuesday,2018-2019,15:54:31,17:47:05
jqNnNhBDIRxT,Tuesday,2001-2002,23:39:35,02:45:04
YTvdBjsDdNrx,Monday,2008-2009,16:35:54,06:03:27
vrAFGZJj1GXF,Friday,2017-2018,04:45:54,23:51:04
yW6zlhW5dH0T,Sunday,2009-2010,16:31:00,15:54:18
PdryUQj0FwvK,Friday,2018-2019,20:15:46,01:19:25
0jPwl92hnoQs,Thursday,2019-2020,05:30:46,01:24:27
u8GkzDUuaKq0,Wednesday,2008-2009,02:05:03,17:34:24
V1dMV03lI1In,Wednesday,2008-2009,02:02:16,04:31:42
YwfM4fjG6PiY,Thursday,2014-2015,09:32:44,19:50:54
mZKOD1xD1gUJ,Sunday,2023-2024,20:39:31,16:17:50
pEtzr8M9FmtQ,Monday,2014-2015,16:18:58,02:59:04
nfwKHAc3kQcN,Tuesday,2010-2011,18:39:51,17:09:04
zGLkTi7SlOmK,Friday,2011-2012,09:20:55,08:43:44
Wq0sam28dYAJ,Tuesday,2011-2012,14:34:56,12:51:55
v28SuoByXMyz,Sunday,2007-2008,22:55:42,11:26:53
Lnn3CmJHgvJl,Thursday,2017-2018,11:11:55,23:29:38
ifYwoVqt6smk,Thursday,2010-2011,15:21:19,19:53:19
Ouu9jKQE9BVZ,Sunday,2004-2005,13:36:27,21:57:43
oWLyI17zqpva,Monday,2023-2024,11:19:28,03:08:51
I8XPyLTkF4L4,Saturday,2002-2003,07:26:24,13:42:20
NecxKH3qWqGI,Monday,2001-2002,05:26:10,12:21:13
HnhxAWwmcvzi,Monday,2012-2013,16:51:37,04:30:06
kVEhK4oSCly6,Tuesday,2012-2013,22:51:37,23:55:14
e67uQIyiSFlJ,Friday,2026-2027,22:29:30,06:09:36
noZG71o3az2q,Tuesday,2024-2025,15:33:28,02:07:39
hLyAQ6KipjA1,Monday,2005-2006,09:23:39,07:53:23
5WiIWWlJ0P95,Wednesday,2027-2028,06:17:59,23:08:56
kS2E6pLhozas,Wednesday,2024-2025,16:01:57,21:40:42
hE8Gwe1yHzUw,Wednesday,2023-2024,17:10:23,18:01:32
pCkco4B4pwUS,Thursday,2024-2025,23:27:19,13:42:39
kd6KaEwKbfqM,Wednesday,2003-2004,00:24:25,03:11:25
mPLZrOC3cfsb,Sunday,2020-2021,12:30:49,12:52:16
F5z4ZdmNwwRU,Monday,2027-2028,06:47:09,12:25:33
bOpNnM67A5Fk,Saturday,2007-2008,18:14:38,07:03:28
fRf4aMsxVBvg,Saturday,2021-2022,06:08:06,12:33:24
VxrDGIZC8omy,Thursday,2001-2002,15:57:09,11:32:46
mUtUdsOxpILC,Thursday,2025-2026,08:02:50,11:00:08
2v14H1MOAnds,Sunday,2009-2010,01:40:52,23:48:08
l52dyJOQT5pq,Thursday,2019-2020,14:04:26,10:23:59
Kl3khmZYWk8y,Thursday,2027-2028,16:14:12,18:17:50
jV0Xk0lmafdW,Monday,2021-2022,22:09:50,21:38:51
Uam6AJFElcLV,Tuesday,2023-2024,21:43:39,06:29:59
RkjdQImz8bdY,Friday,2003-2004,22:32:41,06:34:03
7CnUhMGeJQIM,Monday,2007-2008,13:56:49,07:26:18
u7WUQWNDK8Ng,Thursday,2004-2005,03:41:09,22:26:21
d1xsaCtgKMJe,Monday,2014-2015,18:14:57,06:26:08
oCQKt4la6PUD,Friday,2016-2017,14:32:03,14:57:24
2KRFvfmSs74N,Wednesday,2017-2018,04:32:50,13:31:54
rPi1MAS7ExM0,Wednesday,2005-2006,08:34:20,04:08:58
vlaDR9aqjQOK,Tuesday,2011-2012,16:40:11,08:26:09
8nqQEtoWH99t,Tuesday,2007-2008,13:01:08,01:44:36
X2ou1IT8Bms0,Tuesday,2007-2008,02:36:53,11:13:46
2kAoix6qMdYj,Tuesday,2010-2011,20:20:43,01:33:09
8D0e6UwjYzjK,Saturday,2008-2009,21:04:05,11:18:53
an0SwqhPW4Rh,Wednesday,2021-2022,03:11:59,04:16:14
FfIo1RBwMXAx,Sunday,2001-2002,13:22:31,07:54:47
alr8p0halxmn,Wednesday,2015-2016,08:37:11,00:37:13
FFZFpUr7WR59,Wednesday,2027-2028,23:26:01,05:05:30
zZiY3FyFk14o,Wednesday,2003-2004,13:50:17,21:41:54
Ul7GSDaos6FX,Monday,2008-2009,02:27:28,15:06:34
yRhlW5xqSHXC,Friday,2013-2014,08:43:26,04:52:28
FhB93jDhvUAl,Monday,2020-2021,08:23:33,03:22:39
cb8KOAvbWK1W,Tuesday,2020-2021,07:36:46,18:05:11
5hA4pIswxBb7,Tuesday,2019-2020,11:08:37,22:47:10
RUHSMVE2qZgl,Sunday,2009-2010,11:43:20,18:25:38
nhMFSIWC2tCq,Friday,2005-2006,20:01:45,09:33:31
Cs45vc7TtGBK,Tuesday,2011-2012,15:51:38,15:40:29
xqjvC5zJA7sR,Wednesday,2011-2012,23:56:53,01:24:41
E6sCkrLC4Jdg,Monday,2013-2014,15:58:41,21:03:09
FnTg0HqOCZrN,Wednesday,2003-2004,09:39:14,22:02:34
beIwTmxiH6wK,Tuesday,2001-2002,15:30:52,07:57:27
quDj7CX4m4mR,Friday,2012-2013,20:24:12,12:14:45
rc1JAVNKKDNn,Monday,2024-2025,04:42:03,07:36:26
UH7dzpYgqMoz,Thursday,2005-2006,16:57:42,09:42:11
FRMqFqF3c7t2,Sunday,2026-2027,10:52:25,00:43:44
kUKSXKAlZ97v,Saturday,2004-2005,03:39:17,06:53:12
YqLOIJcRUpwC,Wednesday,2014-2015,21:03:05,16:39:31
bQuRqKMXBxpC,Thursday,2015-2016,12:16:05,05:42:52
lIjF8ufB2SOR,Thursday,2016-2017,22:49:14,05:54:08
ji9vdULAnecW,Sunday,2001-2002,19:04:28,19:07:17
04ro6cheq36t,Saturday,2020-2021,04:46:12,05:20:15
11grZ7Mey75y,Monday,2024-2025,11:16:33,09:14:06
NZ5alEiUFPHJ,Wednesday,2019-2020,23:58:00,04:34:54
FuhI833mWbpV,Saturday,2011-2012,15:15:59,04:49:15
BkNDNsKuwD3x,Thursday,2009-2010,17:08:20,17:08:24
GcpceGBPR5PU,Tuesday,2016-2017,05:29:56,04:52:26
fXP0wGrYeL3x,Thursday,2009-2010,06:16:21,13:01:12
eAeZjvJmPWxj,Thursday,2022-2023,20:40:47,13:24:14
Qrg7CP0PH1MN,Tuesday,2018-2019,01:50:51,20:43:40
dEJpNHuFoHvk,Tuesday,2015-2016,00:30:29,21:48:55
bAwO406YkTn4,Wednesday,2018-2019,19:40:38,12:17:19
816bG9coyJ7N,Saturday,2010-2011,22:46:55,05:52:26
R0sepTTTBMaJ,Monday,2023-2024,15:24:06,02:38:59
ox9OGU9nVAvB,Saturday,2015-2016,04:02:23,16:56:30
Q21s24LOQVpX,Friday,2003-2004,00:08:33,08:11:01
FqKnyJTZY3Zy,Sunday,2011-2012,01:21:48,03:12:14
idUE6jUASDtC,Thursday,2022-2023,07:18:48,23:25:54
dQNal6E7NLfw,Monday,2015-2016,12:37:45,18:42:07
a7XdDxyeMFJO,Tuesday,2013-2014,18:16:56,14:08:46
vjiqU3jbGyQe,Monday,2022-2023,13:11:39,18:16:12
TlyNm7MqY3av,Friday,2016-2017,23:56:54,03:55:38
QrZ9Pcq7GDxi,Thursday,2022-2023,22:55:12,22:02:28
eLbB4JGELi2e,Saturday,2019-2020,06:30:32,01:28:18
1mCZ7MUuKuJd,Monday,2008-2009,15:02:53,06:42:26
ony1LwFLPGKU,Wednesday,2013-2014,11:58:27,05:08:11
2tTNszo5ty8u,Saturday,2022-2023,20:36:56,21:49:36
sSNgZSaRLAtb,Tuesday,2004-2005,13:17:29,18:39:21
5VoZJ0enpa73,Thursday,2006-2007,16:14:08,06:47:18
nLT5C3aZtMR9,Sunday,2005-2006,05:46:56,04:47:16
bfYBOf9miUff,Monday,2027-2028,07:38:38,01:58:32
